name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t,
420 2023-2024 14USU0003Y 5062200082,420,2023-2024,14USU0003Y,5062200082,Escolarizada,127,37,,164,0,1,,1,0,0,,0,
421 2023-2024 14USU0003Y 5071300014,421,2023-2024,14USU0003Y,5071300014,Escolarizada,288,30,,318,7,2,,9,0,1,,1,
422 2023-2024 14USU0003Y 5071300091,422,2023-2024,14USU0003Y,5071300091,Escolarizada,57,12,,69,4,0,,4,0,0,,0,
423 2023-2024 14USU0003Y 5072400001,423,2023-2024,14USU0003Y,5072400001,Escolarizada,9,13,,22,0,0,,0,0,0,,0,
424 2023-2024 14USU0003Y 5091100010,424,2023-2024,14USU0003Y,5091100010,Escolarizada,14,42,,56,1,1,,2,0,0,,0,
425 2023-2024 14USU0003Y 5092100006,425,2023-2024,14USU0003Y,5092100006,Escolarizada,84,301,,385,1,5,,6,0,0,,0,
426 2023-2024 14USU0003Y 5094200006,426,2023-2024,14USU0003Y,5094200006,Escolarizada,71,246,,317,4,3,,7,1,0,,1,
427 2023-2024 14USU0003Y 5101600013,427,2023-2024,14USU0003Y,5101600013,Escolarizada,36,130,,166,1,1,,2,0,0,,0,
428 2023-2024 14USU0004X 5011200004,428,2023-2024,14USU0004X,5011200004,No escolarizada,99,485,,584,2,16,,18,1,5,,6,
429 2023-2024 14USU0004X 5011500002,429,2023-2024,14USU0004X,5011500002,No escolarizada,0,0,,0,0,0,,0,0,0,,0,
430 2023-2024 14USU0004X 5021000007,430,2023-2024,14USU0004X,5021000007,No escolarizada,91,203,,294,1,8,,9,1,3,,4,
431 2023-2024 14USU0004X 5032100001,431,2023-2024,14USU0004X,5032100001,No escolarizada,40,42,,82,0,3,,3,0,0,,0,
432 2023-2024 14USU0004X 5032200003,432,2023-2024,14USU0004X,5032200003,No escolarizada,0,0,,0,0,0,,0,0,0,,0,
433 2023-2024 14USU0004X 5032200012,433,2023-2024,14USU0004X,5032200012,No escolarizada,47,85,,132,1,2,,3,1,0,,1,
434 2023-2024 14USU0004X 5041200075,434,2023-2024,14USU0004X,5041200075,No escolarizada,426,720,,1146,14,14,,28,0,11,,11,
435 2023-2024 14USU0004X 5042100065,435,2023-2024,14USU0004X,5042100065,No escolarizada,524,943,,1467,7,20,,27,2,6,,8,
436 2023-2024 14USU0004X 5061000015,436,2023-2024,14USU0004X,5061000015,No escolarizada,421,198,,619,4,7,,11,1,2,,3,
437 2023-2024 14USU0004X 5062200105,437,2023-2024,14USU0004X,5062200105,No escolarizada,474,136,,610,16,3,,19,3,0,,3,
438 2023-2024 14USU0004X 5104100015,438,2023-2024,14USU0004X,5104100015,No escolarizada,73,70,,143,1,4,,5,0,0,,0,
439 2023-2024 14USU0005W 5021000114,439,2023-2024,14USU0005W,5021000114,Escolarizada,205,250,,455,7,6,,13,1,2,,3,
440 2023-2024 14USU0005W 5021200054,440,2023-2024,14USU0005W,5021200054,Escolarizada,87,212,,299,3,3,,6,2,1,,3,
441 2023-2024 14USU0005W 5021200055,441,2023-2024,14USU0005W,5021200055,Escolarizada,84,105,,189,2,3,,5,1,0,,1,
442 2023-2024 14USU0005W 5021400012,442,2023-2024,14USU0005W,5021400012,Escolarizada,55,38,,93,2,0,,2,0,0,,0,
443 2023-2024 14USU0005W 5021700002,443,2023-2024,14USU0005W,5021700002,Escolarizada,182,369,,551,7,7,,14,0,0,,0,
444 2023-2024 14USU0006V 5021300063,444,2023-2024,14USU0006V,5021300063,Escolarizada,134,72,,206,4,1,,5,0,0,,0,
445 2023-2024 14USU0007U 5051100006,445,2023-2024,14USU0007U,5051100006,Escolarizada,121,166,,287,7,1,,8,0,0,,0,
446 2023-2024 14USU0008T 5021000010,446,2023-2024,14USU0008T,5021000010,Escolarizada,43,133,,176,0,4,,4,0,0,,0,
447 2023-2024 14USU0008T 5021600062,447,2023-2024,14USU0008T,5021600062,Escolarizada,47,169,,216,3,8,,11,0,0,,0,
448 2023-2024 14USU0008T 5022500001,448,2023-2024,14USU0008T,5022500001,Escolarizada,53,102,,155,2,3,,5,0,0,,0,
449 2023-2024 14USU0008T 5031500008,449,2023-2024,14USU0008T,5031500008,Escolarizada,40,257,,297,0,3,,3,0,0,,0,
450 2023-2024 14USU0008T 5033100003,450,2023-2024,14USU0008T,5033100003,Escolarizada,614,967,,1581,6,21,,27,1,1,,2,
451 2023-2024 14USU0008T 5033200024,451,2023-2024,14USU0008T,5033200024,Escolarizada,76,188,,264,1,5,,6,0,1,,1,
452 2023-2024 14USU0008T 5041400032,452,2023-2024,14USU0008T,5041400032,Escolarizada,353,528,,881,7,16,,23,0,1,,1,
453 2023-2024 14USU0008T 5042100012,453,2023-2024,14USU0008T,5042100012,Escolarizada,371,465,,836,8,12,,20,0,2,,2,
454 2023-2024 14USU0008T 5052200002,454,2023-2024,14USU0008T,5052200002,Escolarizada,379,240,,619,8,5,,13,0,2,,2,
455 2023-2024 14USU0008T 5061100001,455,2023-2024,14USU0008T,5061100001,Escolarizada,474,88,,562,16,3,,19,0,0,,0,
456 2023-2024 14USU0008T 5071200009,456,2023-2024,14USU0008T,5071200009,Escolarizada,370,103,,473,15,2,,17,1,0,,1,
457 2023-2024 14USU0008T 5073100009,457,2023-2024,14USU0008T,5073100009,Escolarizada,274,232,,506,6,1,,7,0,0,,0,
458 2023-2024 14USU0008T 5091100011,458,2023-2024,14USU0008T,5091100011,Escolarizada,534,874,,1408,10,8,,18,0,2,,2,
459 2023-2024 14USU0008T 5094200006,459,2023-2024,14USU0008T,5094200006,Escolarizada,97,457,,554,2,7,,9,0,0,,0,
460 2023-2024 14USU0008T 5095600005,460,2023-2024,14USU0008T,5095600005,Escolarizada,57,190,,247,1,2,,3,0,1,,1,
461 2023-2024 14USU0009S 5033100003,461,2023-2024,14USU0009S,5033100003,Escolarizada,5,21,,26,0,0,,0,0,0,,0,
462 2023-2024 14USU0009S 5042000002,462,2023-2024,14USU0009S,5042000002,Escolarizada,27,27,,54,0,0,,0,0,1,,1,
463 2023-2024 14USU0009S 5101600013,463,2023-2024,14USU0009S,5101600013,Escolarizada,10,20,,30,1,0,,1,0,1,,1,
464 2023-2024 14USU0010H 5012603011,464,2023-2024,14USU0010H,5012603011,Escolarizada,27,95,,122,1,2,,3,0,0,,0,
465 2023-2024 14USU0010H 5012603027,465,2023-2024,14USU0010H,5012603027,Escolarizada,45,106,,151,2,2,,4,0,0,,0,
466 2023-2024 14USU0010H 5021500119,466,2023-2024,14USU0010H,5021500119,Escolarizada,49,111,,160,2,4,,6,1,1,,2,
467 2023-2024 14USU0010H 5022300022,467,2023-2024,14USU0010H,5022300022,Escolarizada,148,449,,597,8,8,,16,0,0,,0,
468 2023-2024 14USU0010H 5022500008,468,2023-2024,14USU0010H,5022500008,Escolarizada,335,238,,573,11,9,,20,0,1,,1,
469 2023-2024 14USU0010H 5022600002,469,2023-2024,14USU0010H,5022600002,Escolarizada,289,143,,432,9,11,,20,0,0,,0,
470 2023-2024 14USU0010H 5031200004,470,2023-2024,14USU0010H,5031200004,Escolarizada,91,167,,258,2,7,,9,1,0,,1,
471 2023-2024 14USU0010H 5031200031,471,2023-2024,14USU0010H,5031200031,Escolarizada,172,316,,488,3,7,,10,0,1,,1,
472 2023-2024 14USU0010H 5031300010,472,2023-2024,14USU0010H,5031300010,Escolarizada,291,266,,557,11,3,,14,0,2,,2,
473 2023-2024 14USU0010H 5031300014,473,2023-2024,14USU0010H,5031300014,Escolarizada,203,494,,697,1,13,,14,0,0,,0,
474 2023-2024 14USU0010H 5031500010,474,2023-2024,14USU0010H,5031500010,Escolarizada,71,1108,,1179,7,29,,36,1,6,,7,
475 2023-2024 14USU0010H 5032100027,475,2023-2024,14USU0010H,5032100027,Escolarizada,55,70,,125,0,1,,1,0,0,,0,
476 2023-2024 14USU0010H 5033100003,476,2023-2024,14USU0010H,5033100003,Escolarizada,2689,3230,,5919,44,60,,104,5,5,,10,
477 2023-2024 14USU0010H 5033200006,477,2023-2024,14USU0010H,5033200006,Escolarizada,186,484,,670,4,12,,16,0,0,,0,
478 2023-2024 14USU0010H 5052300015,478,2023-2024,14USU0010H,5052300015,Escolarizada,118,119,,237,3,5,,8,0,0,,0,
479 2023-2024 14USU0011G 5031300044,479,2023-2024,14USU0011G,5031300044,Escolarizada,31,34,,65,0,0,,0,2,2,,4,
480 2023-2024 14USU0011G 5041100056,480,2023-2024,14USU0011G,5041100056,Escolarizada,118,175,,293,2,3,,5,0,2,,2,
481 2023-2024 14USU0011G 5042000002,481,2023-2024,14USU0011G,5042000002,Escolarizada,127,162,,289,0,1,,1,0,0,,0,
482 2023-2024 14USU0011G 5042100092,482,2023-2024,14USU0011G,5042100092,Escolarizada,18,40,,58,0,1,,1,0,0,,0,
483 2023-2024 14USU0011G 5051200024,483,2023-2024,14USU0011G,5051200024,Escolarizada,19,33,,52,1,0,,1,0,0,,0,
484 2023-2024 14USU0011G 5071000020,484,2023-2024,14USU0011G,5071000020,Escolarizada,55,33,,88,3,1,,4,0,0,,0,
485 2023-2024 14USU0011G 5071100005,485,2023-2024,14USU0011G,5071100005,Escolarizada,33,25,,58,2,0,,2,0,0,,0,
486 2023-2024 14USU0011G 5071300014,486,2023-2024,14USU0011G,5071300014,Escolarizada,40,5,,45,2,0,,2,0,0,,0,
487 2023-2024 14USU0011G 5071300014,487,2023-2024,14USU0011G,5071300014,Escolarizada,96,8,,104,2,0,,2,0,0,,0,
488 2023-2024 14USU0011G 5073200005,488,2023-2024,14USU0011G,5073200005,Escolarizada,36,5,,41,0,0,,0,1,0,,1,
489 2023-2024 14USU0011G 5073200005,489,2023-2024,14USU0011G,5073200005,Escolarizada,114,26,,140,0,0,,0,0,0,,0,
490 2023-2024 14USU0011G 5091100011,490,2023-2024,14USU0011G,5091100011,Escolarizada,132,203,,335,0,2,,2,0,1,,1,
491 2023-2024 14USU0011G 5092100006,491,2023-2024,14USU0011G,5092100006,Escolarizada,64,249,,313,0,3,,3,1,0,,1,
492 2023-2024 14USU0011G 5094100009,492,2023-2024,14USU0011G,5094100009,Escolarizada,36,97,,133,2,1,,3,0,0,,0,
493 2023-2024 14USU0011G 5094100009,493,2023-2024,14USU0011G,5094100009,Escolarizada,119,240,,359,1,4,,5,0,0,,0,
494 2023-2024 14USU0011G 5094200006,494,2023-2024,14USU0011G,5094200006,Escolarizada,56,245,,301,1,3,,4,0,0,,0,
495 2023-2024 14USU0011G 5071300147,495,2023-2024,14USU0011G,5071300147,Dual,23,1,,24,0,0,,0,0,0,,0,
496 2023-2024 14USU0011G 5051200024,496,2023-2024,14USU0011G,5051200024,Dual,12,12,,24,0,0,,0,0,0,,0,
497 2023-2024 14USU0011G 5071100005,497,2023-2024,14USU0011G,5071100005,Dual,12,13,,25,1,2,,3,0,0,,0,
498 2023-2024 14USU0110G 4061300006,498,2023-2024,14USU0110G,4061300006,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
499 2023-2024 14USU0110G 4071300015,499,2023-2024,14USU0110G,4071300015,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
500 2023-2024 14USU0110G 4071300020,500,2023-2024,14USU0110G,4071300020,Escolarizada,19,25,,44,0,0,,0,0,0,,0,
501 2023-2024 14USU0110G 5052100005,501,2023-2024,14USU0110G,5052100005,Escolarizada,460,154,,614,15,3,,18,1,0,,1,
502 2023-2024 14USU0110G 5052200007,502,2023-2024,14USU0110G,5052200007,Escolarizada,398,374,,772,12,10,,22,1,2,,3,
503 2023-2024 14USU0110G 5052200017,503,2023-2024,14USU0110G,5052200017,Escolarizada,112,85,,197,2,3,,5,0,0,,0,
504 2023-2024 14USU0110G 5053100004,504,2023-2024,14USU0110G,5053100004,Escolarizada,226,93,,319,8,4,,12,0,1,,1,
505 2023-2024 14USU0110G 5061000002,505,2023-2024,14USU0110G,5061000002,Escolarizada,1937,312,,2249,67,10,,77,3,0,,3,
506 2023-2024 14USU0110G 5062100009,506,2023-2024,14USU0110G,5062100009,Escolarizada,887,140,,1027,18,0,,18,3,0,,3,
507 2023-2024 14USU0110G 5062200055,507,2023-2024,14USU0110G,5062200055,Escolarizada,1579,288,,1867,43,11,,54,6,3,,9,
508 2023-2024 14USU0110G 5071000020,508,2023-2024,14USU0110G,5071000020,Escolarizada,496,357,,853,12,10,,22,2,0,,2,
509 2023-2024 14USU0110G 5071200034,509,2023-2024,14USU0110G,5071200034,Escolarizada,147,46,,193,10,1,,11,0,0,,0,
510 2023-2024 14USU0110G 5071300009,510,2023-2024,14USU0110G,5071300009,Escolarizada,1633,108,,1741,30,2,,32,4,0,,4,
511 2023-2024 14USU0110G 5071300082,511,2023-2024,14USU0110G,5071300082,Escolarizada,450,80,,530,14,4,,18,0,0,,0,
512 2023-2024 14USU0110G 5071400015,512,2023-2024,14USU0110G,5071400015,Escolarizada,789,658,,1447,18,19,,37,2,1,,3,
513 2023-2024 14USU0110G 5071700019,513,2023-2024,14USU0110G,5071700019,Escolarizada,1459,600,,2059,33,10,,43,5,2,,7,
514 2023-2024 14USU0110G 5072100033,514,2023-2024,14USU0110G,5072100033,Escolarizada,199,402,,601,4,11,,15,0,0,,0,
515 2023-2024 14USU0110G 5073200005,515,2023-2024,14USU0110G,5073200005,Escolarizada,1045,230,,1275,17,1,,18,1,2,,3,
516 2023-2024 14USU0110G 5073200035,516,2023-2024,14USU0110G,5073200035,Escolarizada,226,81,,307,6,3,,9,3,0,,3,
517 2023-2024 14USU0110G 5095400006,517,2023-2024,14USU0110G,5095400006,Escolarizada,642,1148,,1790,15,27,,42,0,1,,1,
518 2023-2024 14USU0110G 5102100004,518,2023-2024,14USU0110G,5102100004,Escolarizada,212,148,,360,5,1,,6,0,1,,1,
519 2023-2024 14USU0120N 4062100004,519,2023-2024,14USU0120N,4062100004,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
520 2023-2024 14USU0120N 4062200010,520,2023-2024,14USU0120N,4062200010,Escolarizada,14,18,,32,0,0,,0,0,0,,0,
521 2023-2024 14USU0120N 5031400003,521,2023-2024,14USU0120N,5031400003,Escolarizada,462,198,,660,12,1,,13,0,0,,0,
522 2023-2024 14USU0120N 5032100065,522,2023-2024,14USU0120N,5032100065,Escolarizada,202,516,,718,3,4,,7,1,1,,2,
523 2023-2024 14USU0120N 5041100009,523,2023-2024,14USU0120N,5041100009,Escolarizada,379,358,,737,8,7,,15,1,0,,1,
524 2023-2024 14USU0120N 5041100056,524,2023-2024,14USU0120N,5041100056,Escolarizada,1632,2269,,3901,24,43,,67,2,2,,4,
525 2023-2024 14USU0120N 5041100127,525,2023-2024,14USU0120N,5041100127,Escolarizada,357,664,,1021,8,12,,20,0,0,,0,
526 2023-2024 14USU0120N 5041200028,526,2023-2024,14USU0120N,5041200028,Escolarizada,991,1413,,2404,17,27,,44,3,2,,5,
527 2023-2024 14USU0120N 5041300007,527,2023-2024,14USU0120N,5041300007,Escolarizada,1179,895,,2074,16,23,,39,0,2,,2,
528 2023-2024 14USU0120N 5041400032,528,2023-2024,14USU0120N,5041400032,Escolarizada,1751,1808,,3559,27,33,,60,7,8,,15,
529 2023-2024 14USU0120N 5042000002,529,2023-2024,14USU0120N,5042000002,Escolarizada,1389,1537,,2926,20,26,,46,0,4,,4,
530 2023-2024 14USU0120N 5042100117,530,2023-2024,14USU0120N,5042100117,Escolarizada,234,994,,1228,3,14,,17,0,1,,1,
531 2023-2024 14USU0120N 5042300027,531,2023-2024,14USU0120N,5042300027,Escolarizada,243,232,,475,4,7,,11,2,2,,4,
532 2023-2024 14USU0120N 5051300020,532,2023-2024,14USU0120N,5051300020,Escolarizada,140,174,,314,2,5,,7,1,0,,1,
533 2023-2024 14USU0120N 5062200082,533,2023-2024,14USU0120N,5062200082,Escolarizada,566,165,,731,17,6,,23,3,0,,3,
534 2023-2024 14USU0120N 5101600013,534,2023-2024,14USU0120N,5101600013,Escolarizada,250,930,,1180,6,25,,31,0,1,,1,
535 2023-2024 14USU0130U 5041100021,535,2023-2024,14USU0130U,5041100021,Escolarizada,134,113,,247,3,4,,7,0,0,,0,
536 2023-2024 14USU0130U 5051100003,536,2023-2024,14USU0130U,5051100003,Escolarizada,829,1148,,1977,21,32,,53,1,0,,1,
537 2023-2024 14USU0130U 5072100018,537,2023-2024,14USU0130U,5072100018,Escolarizada,67,159,,226,3,2,,5,0,0,,0,
538 2023-2024 14USU0130U 5081300016,538,2023-2024,14USU0130U,5081300016,Escolarizada,1402,605,,2007,23,12,,35,6,4,,10,
539 2023-2024 14USU0130U 5082100001,539,2023-2024,14USU0130U,5082100001,Escolarizada,727,1789,,2516,10,32,,42,2,4,,6,
540 2023-2024 14USU0140A 5021000110,540,2023-2024,14USU0140A,5021000110,Escolarizada,99,144,,243,4,2,,6,0,0,,0,
541 2023-2024 14USU0140A 5021500044,541,2023-2024,14USU0140A,5021500044,Escolarizada,422,881,,1303,7,34,,41,2,0,,2,
542 2023-2024 14USU0140A 5021600017,542,2023-2024,14USU0140A,5021600017,Escolarizada,60,528,,588,0,20,,20,0,0,,0,
543 2023-2024 14USU0140A 5021600024,543,2023-2024,14USU0140A,5021600024,Escolarizada,78,285,,363,0,5,,5,0,1,,1,
544 2023-2024 14USU0140A 5071100019,544,2023-2024,14USU0140A,5071100019,Escolarizada,291,336,,627,5,7,,12,0,0,,0,
545 2023-2024 14USU0140A 5073100009,545,2023-2024,14USU0140A,5073100009,Escolarizada,1182,1028,,2210,17,16,,33,2,3,,5,
546 2023-2024 14USU0140A 5073100024,546,2023-2024,14USU0140A,5073100024,Escolarizada,160,154,,314,1,4,,5,0,0,,0,
547 2023-2024 14USU0150H 4062100001,547,2023-2024,14USU0150H,4062100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
548 2023-2024 14USU0150H 5031100007,548,2023-2024,14USU0150H,5031100007,Escolarizada,19,131,,150,0,4,,4,0,0,,0,
549 2023-2024 14USU0150H 5033100003,549,2023-2024,14USU0150H,5033100003,Escolarizada,72,106,,178,3,5,,8,0,0,,0,
550 2023-2024 14USU0150H 5041400032,550,2023-2024,14USU0150H,5041400032,Escolarizada,66,71,,137,0,2,,2,0,0,,0,
551 2023-2024 14USU0150H 5042000002,551,2023-2024,14USU0150H,5042000002,Escolarizada,40,70,,110,3,2,,5,0,0,,0,
552 2023-2024 14USU0150H 5042100117,552,2023-2024,14USU0150H,5042100117,Escolarizada,10,50,,60,0,3,,3,1,0,,1,
553 2023-2024 14USU0160O 5011500002,553,2023-2024,14USU0160O,5011500002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
554 2023-2024 14USU0160O 5031100007,554,2023-2024,14USU0160O,5031100007,Escolarizada,131,420,,551,7,21,,28,0,1,,1,
555 2023-2024 14USU0160O 5032100038,555,2023-2024,14USU0160O,5032100038,Escolarizada,28,38,,66,0,0,,0,0,0,,0,
556 2023-2024 14USU0160O 5033100003,556,2023-2024,14USU0160O,5033100003,Escolarizada,298,425,,723,4,10,,14,1,0,,1,
557 2023-2024 14USU0160O 5041100056,557,2023-2024,14USU0160O,5041100056,Escolarizada,149,248,,397,6,6,,12,1,1,,2,
558 2023-2024 14USU0160O 5041200028,558,2023-2024,14USU0160O,5041200028,Escolarizada,102,125,,227,5,4,,9,0,1,,1,
559 2023-2024 14USU0160O 5041400032,559,2023-2024,14USU0160O,5041400032,Escolarizada,123,160,,283,2,8,,10,1,2,,3,
560 2023-2024 14USU0160O 5042000002,560,2023-2024,14USU0160O,5042000002,Escolarizada,167,231,,398,7,7,,14,0,1,,1,
561 2023-2024 14USU0160O 5042100117,561,2023-2024,14USU0160O,5042100117,Escolarizada,56,168,,224,0,7,,7,0,0,,0,
562 2023-2024 14USU0160O 5061000002,562,2023-2024,14USU0160O,5061000002,Escolarizada,212,50,,262,16,1,,17,1,0,,1,
563 2023-2024 14USU0160O 5062200055,563,2023-2024,14USU0160O,5062200055,Escolarizada,191,53,,244,10,3,,13,2,0,,2,
564 2023-2024 14USU0160O 5071300014,564,2023-2024,14USU0160O,5071300014,Escolarizada,29,1,,30,3,0,,3,0,0,,0,
565 2023-2024 14USU0160O 5071400015,565,2023-2024,14USU0160O,5071400015,Escolarizada,154,165,,319,5,6,,11,0,0,,0,
566 2023-2024 14USU0160O 5071700019,566,2023-2024,14USU0160O,5071700019,Escolarizada,191,63,,254,4,0,,4,0,0,,0,
567 2023-2024 14USU0160O 5091100011,567,2023-2024,14USU0160O,5091100011,Escolarizada,52,88,,140,0,2,,2,0,1,,1,
568 2023-2024 14USU0160O 5095400006,568,2023-2024,14USU0160O,5095400006,Escolarizada,176,332,,508,11,13,,24,1,0,,1,
569 2023-2024 14USU0170V 5033100003,569,2023-2024,14USU0170V,5033100003,Escolarizada,49,50,,99,2,7,,9,1,0,,1,
570 2023-2024 14USU0170V 5041100021,570,2023-2024,14USU0170V,5041100021,Escolarizada,80,37,,117,4,1,,5,0,0,,0,
571 2023-2024 14USU0170V 5041400032,571,2023-2024,14USU0170V,5041400032,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
572 2023-2024 14USU0170V 5042000002,572,2023-2024,14USU0170V,5042000002,Escolarizada,41,55,,96,1,1,,2,0,0,,0,
573 2023-2024 14USU0170V 5081100010,573,2023-2024,14USU0170V,5081100010,Escolarizada,113,67,,180,4,2,,6,0,0,,0,
574 2023-2024 14USU0170V 5092100006,574,2023-2024,14USU0170V,5092100006,Escolarizada,19,55,,74,0,1,,1,0,0,,0,
575 2023-2024 14USU0190I 4021500005,575,2023-2024,14USU0190I,4021500005,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
576 2023-2024 14USU0190I 5021000114,576,2023-2024,14USU0190I,5021000114,Escolarizada,23,44,,67,2,1,,3,0,0,,0,
577 2023-2024 14USU0190I 5021500002,577,2023-2024,14USU0190I,5021500002,Escolarizada,150,110,,260,10,3,,13,0,0,,0,
578 2023-2024 14USU0190I 5021500044,578,2023-2024,14USU0190I,5021500044,Escolarizada,65,164,,229,2,6,,8,1,0,,1,
579 2023-2024 14USU0190I 5021700002,579,2023-2024,14USU0190I,5021700002,Escolarizada,32,113,,145,3,7,,10,0,0,,0,
580 2023-2024 14USU0190I 5031100007,580,2023-2024,14USU0190I,5031100007,Escolarizada,126,447,,573,8,17,,25,0,1,,1,
581 2023-2024 14USU0190I 5033100003,581,2023-2024,14USU0190I,5033100003,Escolarizada,219,340,,559,5,13,,18,2,2,,4,
582 2023-2024 14USU0190I 5041400032,582,2023-2024,14USU0190I,5041400032,Escolarizada,264,289,,553,10,7,,17,0,1,,1,
583 2023-2024 14USU0190I 5042000002,583,2023-2024,14USU0190I,5042000002,Escolarizada,201,325,,526,6,10,,16,2,1,,3,
584 2023-2024 14USU0190I 5051100003,584,2023-2024,14USU0190I,5051100003,Escolarizada,98,159,,257,5,4,,9,0,0,,0,
585 2023-2024 14USU0190I 5061000002,585,2023-2024,14USU0190I,5061000002,Escolarizada,186,26,,212,6,3,,9,0,1,,1,
586 2023-2024 14USU0190I 5062100034,586,2023-2024,14USU0190I,5062100034,Escolarizada,98,18,,116,3,1,,4,1,0,,1,
587 2023-2024 14USU0190I 5071000047,587,2023-2024,14USU0190I,5071000047,Escolarizada,162,23,,185,13,2,,15,0,0,,0,
588 2023-2024 14USU0190I 5072100049,588,2023-2024,14USU0190I,5072100049,Escolarizada,76,105,,181,4,1,,5,0,1,,1,
589 2023-2024 14USU0190I 5073100009,589,2023-2024,14USU0190I,5073100009,Escolarizada,352,265,,617,12,10,,22,4,3,,7,
590 2023-2024 14USU0190I 5073200005,590,2023-2024,14USU0190I,5073200005,Escolarizada,442,87,,529,6,3,,9,4,1,,5,
591 2023-2024 14USU0190I 5091100011,591,2023-2024,14USU0190I,5091100011,Escolarizada,215,350,,565,4,6,,10,1,0,,1,
592 2023-2024 14USU0190I 5092100006,592,2023-2024,14USU0190I,5092100006,Escolarizada,82,330,,412,0,9,,9,0,1,,1,
593 2023-2024 14USU0190I 5094200006,593,2023-2024,14USU0190I,5094200006,Escolarizada,72,256,,328,2,5,,7,0,1,,1,
594 2023-2024 14USU0190I 5101100015,594,2023-2024,14USU0190I,5101100015,Escolarizada,179,75,,254,3,2,,5,0,1,,1,
595 2023-2024 14USU0190I 5101600013,595,2023-2024,14USU0190I,5101600013,Escolarizada,125,209,,334,5,5,,10,2,1,,3,
596 2023-2024 14USU0200Z 4071500002,596,2023-2024,14USU0200Z,4071500002,Escolarizada,147,6,,153,0,0,,0,2,0,,2,
597 2023-2024 14USU0200Z 5021000002,597,2023-2024,14USU0200Z,5021000002,Escolarizada,82,65,,147,4,4,,8,0,0,,0,
598 2023-2024 14USU0200Z 5033100003,598,2023-2024,14USU0200Z,5033100003,Escolarizada,143,277,,420,4,7,,11,3,0,,3,
599 2023-2024 14USU0200Z 5041100007,599,2023-2024,14USU0200Z,5041100007,Escolarizada,73,148,,221,2,8,,10,0,1,,1,
600 2023-2024 14USU0200Z 5041300007,600,2023-2024,14USU0200Z,5041300007,Escolarizada,72,86,,158,3,3,,6,3,2,,5,
601 2023-2024 14USU0200Z 5041400032,601,2023-2024,14USU0200Z,5041400032,Escolarizada,100,225,,325,2,4,,6,0,1,,1,
602 2023-2024 14USU0200Z 5042000002,602,2023-2024,14USU0200Z,5042000002,Escolarizada,89,170,,259,2,4,,6,0,3,,3,
603 2023-2024 14USU0200Z 5051300005,603,2023-2024,14USU0200Z,5051300005,Escolarizada,63,64,,127,3,2,,5,0,2,,2,
604 2023-2024 14USU0200Z 5062100033,604,2023-2024,14USU0200Z,5062100033,Escolarizada,115,21,,136,1,0,,1,1,0,,1,
605 2023-2024 14USU0200Z 5071300014,605,2023-2024,14USU0200Z,5071300014,Escolarizada,225,26,,251,3,1,,4,1,2,,3,
606 2023-2024 14USU0200Z 5073200010,606,2023-2024,14USU0200Z,5073200010,Escolarizada,184,31,,215,3,1,,4,1,0,,1,
607 2023-2024 14USU0200Z 5081300016,607,2023-2024,14USU0200Z,5081300016,Escolarizada,271,117,,388,4,2,,6,2,0,,2,
608 2023-2024 14USU0200Z 5092100006,608,2023-2024,14USU0200Z,5092100006,Escolarizada,46,310,,356,1,4,,5,0,2,,2,
609 2023-2024 14USU0200Z 5094200006,609,2023-2024,14USU0200Z,5094200006,Escolarizada,48,204,,252,2,3,,5,0,0,,0,
610 2023-2024 14USU0200Z 5101600013,610,2023-2024,14USU0200Z,5101600013,Escolarizada,34,94,,128,1,0,,1,0,0,,0,
611 2023-2024 14USU0210F 4062100001,611,2023-2024,14USU0210F,4062100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
612 2023-2024 14USU0210F 4101600012,612,2023-2024,14USU0210F,4101600012,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
613 2023-2024 14USU0210F 4103100001,613,2023-2024,14USU0210F,4103100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
614 2023-2024 14USU0210F 5022300022,614,2023-2024,14USU0210F,5022300022,Escolarizada,26,80,,106,1,4,,5,0,0,,0,
615 2023-2024 14USU0210F 5031100007,615,2023-2024,14USU0210F,5031100007,Escolarizada,135,428,,563,7,20,,27,0,1,,1,
616 2023-2024 14USU0210F 5031500010,616,2023-2024,14USU0210F,5031500010,Escolarizada,20,202,,222,1,12,,13,1,5,,6,
617 2023-2024 14USU0210F 5032100038,617,2023-2024,14USU0210F,5032100038,Escolarizada,26,40,,66,2,2,,4,0,0,,0,
618 2023-2024 14USU0210F 5033100003,618,2023-2024,14USU0210F,5033100003,Escolarizada,241,442,,683,13,7,,20,0,5,,5,
