name,orden,ciclo,anio,entidad_universitaria,plantel_adscripcion,clave_plantel,nombre_plantel,nombre_plantel_corto,tipo_plantel,clasificacion_plantel,region,municipio,localidad,domicilio,num_ext,num_int,codigo_postal,enlace_plantel,nombre_portal,enlace_ubicacion,mapa,notas
2022 14MMS0716D Módulo Yahualica,140,2022 - 2023,2022,SEMS,14MMS0632W,14MMS0716D,Módulo Yahualica,Módulo Yahualica,Módulo,Regional,Región Altos Sur,Yahualica de González Gallo,Yahualica de González Gallo,Calle Condor,S/N,N/A,47300,http://prepatepatitlan.sems.udg.mx,prepatepatitlan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+UDG+Tepatitl%C3%A1n+M%C3%B3dulo+Yahualica/@21.1844567,-102.8853539,269m/data=!3m1!1e3!4m10!1m2!2m1!1sM%C3%B3dulo+Yahualica!3m6!1s0x8428fcbafad049df:0xe9a21abcc9208bf9!8m2!3d21.1842229!4d-102.8845144!15sChFNw7NkdWxvIFlhaHVhbGljYZIBBnNjaG9vbOABAA!16s%2Fg%2F1v44f8sn?entry=ttu",,
2022 14MMS0660S EPR de Tequila,141,2022 - 2023,2022,SEMS,,14MMS0660S,Escuela Preparatoria Regional de Tequila,EPR de Tequila,Escuela,Regional,Región Valles,Tequila,Tequila,Calle San Martín,175,N/A,46400,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+de+Tequila/@20.8914845,-103.8412146,270m/data=!3m1!1e3!4m14!1m7!3m6!1s0x842615ee07527529:0x93489e2f98befd0e!2sEscuela+Preparatoria+Regional+de+Tequila!8m2!3d20.891477!4d-103.8404622!16s%2Fg%2F1tdyr2_8!3m5!1s0x842615ee07527529:0x93489e2f98befd0e!8m2!3d20.891477!4d-103.8404622!16s%2Fg%2F1tdyr2_8?entry=ttu",,
2022 14MMS0719A Módulo Hostotipaquillo,142,2022 - 2023,2022,SEMS,14MMS0660S,14MMS0719A,Módulo Hostotipaquillo,Módulo Hostotipaquillo,Módulo,Regional,Región Valles,Hostotipaquillo,Hostotipaquillo,Calle Valeriano Partida,1,N/A,46440,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+De+Tequila+Modulo+Hostotipaquillo/@21.056536,-104.0575383,18z/data=!4m6!3m5!1s0x84264575cd4653af:0x88daf0e258e379a1!8m2!3d21.0567263!4d-104.0565244!16s%2Fg%2F11gcjkk7v9?entry=ttu",,
2022 14MMS0742B Módulo La Venta de Mochitiltic,143,2022 - 2023,2022,SEMS,14MMS0660S,14MMS0742B,Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,Módulo,Regional,Región Valles,Hostotipaquillo,Hostotipaquillo,Calle Casa Ejidal,S/N,N/A,46446,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+de+Tequila+M%C3%B3dulo+La+Venta+de+Mochitiltic/@21.0190144,-104.149198,18z/data=!4m14!1m7!3m6!1s0x84265b14b2bf3f9f:0x9c29c361966f0fe8!2sEscuela+Preparatoria+Regional+de+Tequila+M%C3%B3dulo+La+Venta+de+Mochitiltic!8m2!3d21.0185781!4d-104.1490136!16s%2Fg%2F11rj52jnfy!3m5!1s0x84265b14b2bf3f9f:0x9c29c361966f0fe8!8m2!3d21.0185781!4d-104.1490136!16s%2Fg%2F11rj52jnfy?entry=ttu",,
2022 14MMS0720Q Módulo Magdalena,144,2022 - 2023,2022,SEMS,14MMS0660S,14MMS0720Q,Módulo Magdalena,Módulo Magdalena,Módulo,Regional,Región Valles,Magdalena,Magdalena,Calzada Manuel Ávila Camacho,323,N/A,46470,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+de+Tequila+Modulo+Magdalena/@20.9133418,-103.9790806,18z/data=!4m10!1m2!2m1!1sM%C3%B3dulo+Magdalena!3m6!1s0x842641c69e04717d:0x34ff15f9093c271b!8m2!3d20.9127873!4d-103.9765848!15sChFNw7NkdWxvIE1hZ2RhbGVuYZIBEnByZXBhcmF0b3J5X3NjaG9vbOABAA!16s%2Fg%2F1pt_24md5?entry=ttu",,
2022 14MMS0743A Extensión San Andrés,145,2022 - 2023,2022,SEMS,14MMS0660S,14MMS0743A,Módulo San Andrés,Extensión San Andrés,Módulo,Regional,Región Valles,Magdalena,Magdalena,Calle Morelos,122,N/A,46475,http://prepatequila.sems.udg.mx,prepatequila.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+M%C3%B3dulo+San+Andr%C3%A9s/@20.9239402,-104.0848297,135m/data=!3m1!1e3!4m7!3m6!1s0x84264302b982b1f1:0x9de44f5a5e3b5e1b!4b1!8m2!3d20.9240053!4d-104.0851784!16s%2Fg%2F11k52r19z7?entry=ttu",,
2022 14MMS0657E EPR de Tlajomulco de Zúñiga,146,2022 - 2023,2022,SEMS,,14MMS0657E,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,EPR de Tlajomulco de Zúñiga,Escuela,Metropolitano,Región Centro,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Prolongación Mariano Otero,144,N/A,45640,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tlajomulco+de+Z%C3%BA%C3%B1iga/@20.4649437,-103.4353062,19z/data=!4m7!3m6!1s0x842f515b8d3b2605:0x765d141d0fbe5947!8m2!3d20.4646353!4d-103.4345694!15sChdwcmVwYXJhdG9yaWEgdGxham9tdWxjb5IBBnNjaG9vbOABAA!16s%2Fg%2F1hjgh4lxs?entry=ttu",,
2022 14MMS0721P Módulo Cajititlán,147,2022 - 2023,2022,SEMS,14MMS0657E,14MMS0721P,Módulo Cajititlán,Módulo Cajititlán,Módulo,Metropolitano,Región Centro,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Carretera A Cajititlán,Km 1.5,N/A,45670,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+Modulo+Cajititlan/@20.430653,-103.2976021,19z/data=!4m10!1m2!2m1!1zTcOzZHVsbyBDYWppdGl0bMOhbg!3m6!1s0x842f4f1c0f69ebd5:0x73c220f2d1d4b264!8m2!3d20.4306798!4d-103.2964037!15sChNNw7NkdWxvIENhaml0aXRsw6FukgEGc2Nob29s4AEA!16s%2Fg%2F11cltv5hv0?entry=ttu",,
2022 14MMS0744Z Módulo San Agustín,148,2022 - 2023,2022,SEMS,14MMS0657E,14MMS0744Z,Módulo San Agustín,Módulo San Agustín,Módulo,Metropolitano,Región Centro,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Calle Lomas del Alamos,100,N/A,45645,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+De+Tlajomulco+Modulo+San+Agustin/@20.5247597,-103.4674443,18z/data=!4m6!3m5!1s0x842f548ef45737df:0x374c1952f6de8067!8m2!3d20.5247101!4d-103.4668723!16s%2Fg%2F11cs05j0nq?entry=ttu",,
2022 14MMS0817B Módulo El Zapote,149,2022 - 2023,2022,SEMS,14MMS0657E,14MMS0817B,Módulo El Zapote,Módulo El Zapote,Módulo,Metropolitano,Región Centro,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Privada Flor de Hortensia,S/N,N/A,45672,http://prepatlajomulco.sems.udg.mx,prepatlajomulco.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+de+EL+Zapote+UdG/@20.5115441,-103.2993953,19z/data=!4m10!1m2!2m1!1sM%C3%B3dulo+El+Zapote!3m6!1s0x842f4dd01860240d:0x57cbed1721c21d80!8m2!3d20.5105661!4d-103.2979028!15sChFNw7NkdWxvIEVsIFphcG90ZZIBBnNjaG9vbOABAA!16s%2Fg%2F11g3z0pzlw?entry=ttu",,
2022 14MMS0773V EPR de Toluquilla,150,2022 - 2023,2022,SEMS,,14MMS0773V,Escuela Preparatoria Regional de Toluquilla,EPR de Toluquilla,Escuela,Metropolitano,Región Centro,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Camino Al canal,17,N/A,45610,http://prepatoluquilla.sems.udg.mx,prepatoluquilla.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+De+Toluqilla/@20.5716766,-103.3780803,17z/data=!4m14!1m7!3m6!1s0x8428ad4c99fd3f4d:0xc2196d9497006451!2sPreparatoria+Regional+De+Toluqilla!8m2!3d20.5716716!4d-103.3755054!16s%2Fg%2F11clvmjnvq!3m5!1s0x8428ad4c99fd3f4d:0xc2196d9497006451!8m2!3d20.5716716!4d-103.3755054!16s%2Fg%2F11clvmjnvq?entry=ttu",,
2022 14MMS0633V EPR de Tuxpan,151,2022 - 2023,2022,SEMS,,14MMS0633V,Escuela Preparatoria Regional de Tuxpan,EPR de Tuxpan,Escuela,Regional,Región Sur,Tuxpan,Tuxpan,Carretera Tuxpan-Atenquique,km 2,N/A,49800,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional/@19.5482322,-103.3943028,17z/data=!4m6!3m5!1s0x842f8fcfcda2c967:0xa6cecf1c021ff4cc!8m2!3d19.5481485!4d-103.3951111!16s%2Fg%2F1tdh8sbn?entry=ttu",,
2022 14MMS0772W Módulo Pihuamo,152,2022 - 2023,2022,SEMS,14MMS0633V,14MMS0772W,Módulo Pihuamo,Módulo Pihuamo,Módulo,Regional,Región Sur,Pihuamo,Pihuamo,Andador Pihuamo,S/N,N/A,49870,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Pihuamo/@19.6807211,-103.4682632,20z/data=!4m14!1m7!3m6!1s0x842ff075e1343703:0x51e5400721188641!2sM%C3%B3dulo+Pihuamo,+Universidad+de+Guadalajara!8m2!3d19.2635294!4d-103.3872684!16s%2Fg%2F11fy_q8_h6!3m5!1s0x842f868959c6a389:0x94e2a9fb5ae94a2a!8m2!3d19.6809016!4d-103.4683145!16s%2Fg%2F1tj582vx?entry=ttu",,
2022 14MMS0679Q Módulo Tecalitlán,153,2022 - 2023,2022,SEMS,14MMS0633V,14MMS0679Q,Módulo Tecalitlán,Módulo Tecalitlán,Módulo,Regional,Región Sur,Tecalitlán,Tecalitlán,Calle Guadalupe Victoria,200,N/A,49870,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Tuxpan,+m%C3%B3dulo+Tecalitl%C3%A1n/@19.4648948,-103.3116978,19z/data=!4m10!1m2!2m1!1sM%C3%B3dulo+Tecalitl%C3%A1n+udg!3m6!1s0x842f932838a01395:0x18c49f86174338a6!8m2!3d19.464165!4d-103.3105452!15sChdNw7NkdWxvIFRlY2FsaXRsw6FuIHVkZyIDiAEBkgEGc2Nob29s4AEA!16s%2Fg%2F1tjt27_5?entry=ttu",,
2022 14MMS0723N Módulo Tonila,154,2022 - 2023,2022,SEMS,14MMS0633V,14MMS0723N,Módulo Tonila,Módulo Tonila,Módulo,Regional,Región Sur,Tonila,Tonila,Calle Efraín González Luna Morfín,S/N,N/A,49840,http://prepatuxpan.sems.udg.mx,prepatuxpan.sems.udg.mx,"https://www.google.com/maps/place/Prepa+Tonila/@19.4106033,-103.5450939,17.28z/data=!4m6!3m5!1s0x842ff561c13e150b:0x88f5a47635d29168!8m2!3d19.4097295!4d-103.5424991!16s%2Fg%2F11c2j9yr3g?entry=ttu",,
2022 14MMS0712H EPR de Unión de Tula,155,2022 - 2023,2022,SEMS,,14MMS0712H,Escuela Preparatoria Regional de Unión de Tula,EPR de Unión de Tula,Escuela,Regional,Región Sierra de Amula,Unión de Tula,Unión de Tula,Calle Campeche,40,N/A,48000,http://prepauniondetula.sems.udg.mx,prepauniondetula.sems.udg.mx,"https://www.google.com/maps/place/Preparatorio+Regional+de+Uni%C3%B3n+de+Tula/@19.9626551,-104.2651924,19z/data=!4m6!3m5!1s0x8425b2bfec997e97:0x63d7d4f01cb87900!8m2!3d19.9620538!4d-104.2648571!16s%2Fg%2F1td25rym?entry=ttu",,
2022 14MMS0669J Módulo Ayutla,156,2022 - 2023,2022,SEMS,14MMS0712H,14MMS0669J,Módulo Ayutla,Módulo Ayutla,Módulo,Regional,Región Sierra de Amula,Ayutla,Ayutla,Calle Abasolo,246,N/A,48050,http://prepauniondetula.sems.udg.mx,prepauniondetula.sems.udg.mx,"https://www.google.com/maps/place/Prepa+UDT+M%C3%B3dulo+Ayutla/@20.1316671,-104.3530076,271m/data=!3m1!1e3!4m14!1m7!3m6!1s0x842435c534e81513:0x3b309765c1116746!2sPrepa+UDT+M%C3%B3dulo+Ayutla!8m2!3d20.1308524!4d-104.3526562!16s%2Fg%2F11hdsf_pj7!3m5!1s0x842435c534e81513:0x3b309765c1116746!8m2!3d20.1308524!4d-104.3526562!16s%2Fg%2F11hdsf_pj7?entry=ttu",,
2022 14MMS0672X Módulo Ejutla,157,2022 - 2023,2022,SEMS,14MMS0712H,14MMS0672X,Módulo Ejutla,Módulo Ejutla,Módulo,Regional,Región Sierra de Amula,Ejutla,Ejutla,Calle Juan M. Díaz,9,N/A,48680,http://prepauniondetula.sems.udg.mx,prepauniondetula.sems.udg.mx,"https://www.google.com.mx/maps/place/M%C3%B3dulo+Ejutla+-+Escuela+Preparatoria+Regional+de+Uni%C3%B3n+de+Tula/@19.9067858,-104.1615915,19.51z/data=!4m6!3m5!1s0x8425ae5981fc9daf:0x126b3a5e504f87a!8m2!3d19.9067963!4d-104.1610954!16s%2Fg%2F11c2nm2fdc?entry=ttu",,
2022 14MMS0708V EPR de Villa Corona,158,2022 - 2023,2022,SEMS,,14MMS0708V,Escuela Preparatoria Regional de Villa Corona,EPR de Villa Corona,Escuela,Regional,Región Lagunas,Villa Corona,Villa Corona,Calle Cuauhtémoc ,S/N,N/A,45730,http://prepavillacorona.sems.udg.mx,prepavillacorona.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+de+Villa+Corona/@20.4119261,-103.6590813,18.46z/data=!4m6!3m5!1s0x8425fbb5fbf22e0b:0xc1619dcf06aae70a!8m2!3d20.4118023!4d-103.6592424!16s%2Fg%2F1tm29_6j?entry=ttu",,
2022 14MMS0767K Módulo Acatlán de Juárez,159,2022 - 2023,2022,SEMS,14MMS0708V,14MMS0767K,Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,Módulo,Regional,Región Lagunas,Acatlán de Juárez,Acatlán de Juárez,Carretera Barra de Navidad,226,km 44,45700,http://prepavillacorona.sems.udg.mx,prepavillacorona.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+de+Acatl%C3%A1n+de+Ju%C3%A1rez/@20.4253432,-103.6005585,20.11z/data=!4m14!1m7!3m6!1s0x8425f91a95af32c3:0x53b4d1232cc1f538!2sEscuela+Preparatoria+de+Acatl%C3%A1n+de+Ju%C3%A1rez!8m2!3d20.4252532!4d-103.6003404!16s%2Fg%2F11c5qmqxyb!3m5!1s0x8425f91a95af32c3:0x53b4d1232cc1f538!8m2!3d20.4252532!4d-103.6003404!16s%2Fg%2F11c5qmqxyb?entry=ttu",,
2022 14MMS0659C EPR de Zacoalco de Torres,160,2022 - 2023,2022,SEMS,,14MMS0659C,Escuela Preparatoria Regional de Zacoalco de Torres,EPR de Zacoalco de Torres,Escuela,Regional,Región Lagunas,Zacoalco de Torres,Zacoalco de Torres,Avenida Dr.  Rubén Ramírez Flores,150,N/A,45750,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+de+Zacoalco+de+Torres/@20.2337542,-103.5993495,4339m/data=!3m1!1e3!4m10!1m2!2m1!1sEscuela+Preparatoria+Regional+de+Zacoalco+de+Torres+udg!3m6!1s0x8425f5a9a231682f:0xcd4be4594a1021c!8m2!3d20.231157!4d-103.5802093!15sCjdFc2N1ZWxhIFByZXBhcmF0b3JpYSBSZWdpb25hbCBkZSBaYWNvYWxjbyBkZSBUb3JyZXMgdWRnIgOIAQGSARFwdWJsaWNfdW5pdmVyc2l0eeABAA!16s%2Fg%2F1tf6s384?entry=ttu",,
2022 14MMS0755F Módulo Atemajac de Brizuela,161,2022 - 2023,2022,SEMS,14MMS0659C,14MMS0755F,Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,Módulo,Regional,Región Lagunas,Atemajac de Brizuela,Atemajac de Brizuela,Calle Brizuela,S/N,N/A,55790,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,"https://www.google.com/maps/place/Escuela+Preparatoria+Regional+de+Zacoalco+de+Torres+M%C3%B3dulo+Atemajac+de+Brizuela/@20.1277165,-103.7252563,19z/data=!4m10!1m2!2m1!1sPreparatoria+de+Atemajac+de+Brizuela,+Jal.!3m6!1s0x84258d7ea4f2f14b:0xbfbfada9f1ef0631!8m2!3d20.1277236!4d-103.7240522!15sCipQcmVwYXJhdG9yaWEgZGUgQXRlbWFqYWMgZGUgQnJpenVlbGEsIEphbC6SAQZzY2hvb2zgAQA!16s%2Fg%2F11clyyflym?entry=ttu",,
2022 14MMS0745Z Módulo Cítala,162,2022 - 2023,2022,SEMS,14MMS0659C,14MMS0745Z,Módulo Cítala,Módulo Cítala,Módulo,Regional,Región Lagunas,Teocuitatlán de Corona,Teocuitatlán de Corona,Calle Agustín Iturbide,60,N/A,49280,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Secundaria+Tecnica+%23135/@20.1085732,-103.2622567,19.49z/data=!4m6!3m5!1s0x842f6d9fb3f7e7db:0xb80c41c83f72d356!8m2!3d20.1085314!4d-103.2625204!16s%2Fg%2F11gl1gpvrb?entry=ttu",,
2022 14MMS0746Y Módulo Teocuitatlán de Corona,163,2022 - 2023,2022,SEMS,14MMS0659C,14MMS0746Y,Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,Módulo,Regional,Región Lagunas,Teocuitatlán de Corona,Teocuitatlán de Corona,Calle Ignacio Zaragoza,S/N,N/A,4920,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Teocuitatlan+de+Corona/@20.090403,-103.3719725,18.94z/data=!4m6!3m5!1s0x842f65e6311abec5:0x9d375c573442bd24!8m2!3d20.0903215!4d-103.3719138!16s%2Fg%2F1tj1mvpb?entry=ttu",,
2022 14MMS0724M Módulo Villa Atoyac,164,2022 - 2023,2022,SEMS,14MMS0659C,14MMS0724M,Módulo Villa Atoyac,Módulo Villa Atoyac,Módulo,Regional,Región Lagunas,Atoyac,Atoyac,Calle Nemesio Rodríguez Pérez ,S/N,N/A,49200,http://prepazacoalco.sems.udg.mx,prepazacoalco.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Modulo+Villa+Atoyac/@20.0056434,-103.5158691,18z/data=!3m1!4b1!4m6!3m5!1s0x842f62c94ce011d5:0x8965738e8e5dd6b8!8m2!3d20.0056414!4d-103.5148667!16s%2Fg%2F11bxdx7_30?entry=ttu",,
2022 14MMS0638Q EPR de Zapotiltic,165,2022 - 2023,2022,SEMS,,14MMS0638Q,Escuela Preparatoria Regional de Zapotiltic,EPR de Zapotiltic,Escuela,Regional,Región Sur,Zapotiltic,Zapotiltic,Prolongación Mariano Escobedo,270,N/A,49600,http://prepazapotiltic.sems.udg.mx,prepazapotiltic.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+Zapotiltic/@19.62853,-103.4099656,18z/data=!4m6!3m5!1s0x842f8f79484312fd:0x14d3eb54a4b2418c!8m2!3d19.6279754!4d-103.409645!16s%2Fg%2F11b8083jfs?entry=ttu",,
2022 14MMS0658D EPR de Zapotlanejo,166,2022 - 2023,2022,SEMS,,14MMS0658D,Escuela Preparatoria Regional de Zapotlanejo,EPR de Zapotlanejo,Escuela,Metropolitano,Región Centro,Zapotlanejo,Zapotlanejo,Carretera Zapotlanejo - Tepatitlán,Km 1.5,N/A,45430,http://prepazapotlanejo.sems.udg.mx,prepazapotlanejo.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Modulo+Matatlan/@20.702089,-103.1488377,17.56z/data=!4m6!3m5!1s0x8428c995afa9fa69:0x551164377c3091b7!8m2!3d20.7021126!4d-103.1473993!16s%2Fg%2F11c2lrstbn?entry=ttu",,
2022 14MMS0725L Módulo Matatlán,167,2022 - 2023,2022,SEMS,14MMS0658D,14MMS0725L,Módulo Matatlán,Módulo Matatlán,Módulo,Metropolitano,Región Centro,Zapotlanejo,Zapotlanejo,Calle Niños Héroes,S/N,N/A,45430,http://prepazapotlanejo.sems.udg.mx,prepazapotlanejo.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Modulo+Matatlan/@20.7019148,-103.1480928,18.67z/data=!4m6!3m5!1s0x8428c995afa9fa69:0x551164377c3091b7!8m2!3d20.7021126!4d-103.1473993!16s%2Fg%2F11c2lrstbn?entry=ttu",,
2022 14MMS0616E EREMSO,168,2022 - 2023,2022,SEMS,,14MMS0616E,Escuela Regional de Educación Media Superior de Ocotlán,EREMSO,Escuela,Regional,Región Ciénega,Ocotlán,Ocotlán,Avenida Universidad ,1115,N/A,47829,http://eremso.sems.udg.mx,eremso.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Regional+De+Educaci%C3%B3n+Media+Superior/@20.3708955,-102.7696864,18z/data=!3m1!4b1!4m6!3m5!1s0x842ed8fadc977dc3:0xf0d06db15b2d08cc!8m2!3d20.370893!4d-102.7684113!16s%2Fg%2F11hbnf3n9g?entry=ttu",,
2022 14MMS0639P Módulo Atequiza,169,2022 - 2023,2022,SEMS,14MMS0616E,14MMS0639P,Módulo Atequiza,Módulo Atequiza,Módulo,Metropolitano,Región Centro,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,Calle Niños Héroes,100,N/A,45860,http://eremso.sems.udg.mx,eremso.sems.udg.mx,"https://www.google.com.mx/maps/place/EREMSO+M%C3%B3dulo+Atequiza/@20.3874538,-103.1427371,18.67z/data=!4m6!3m5!1s0x842f4776154359a3:0x1d3e49d51efa201f!8m2!3d20.3880203!4d-103.1424298!16s%2Fg%2F1tf438rn?entry=ttu",,
2022 14MMS0827I Módulo Poncitlán,170,2022 - 2023,2022,SEMS,14MMS0616E,14MMS0827I,Módulo Poncitlán,Módulo Poncitlán,Módulo,Regional,Región Ciénega,Poncitlán,Poncitlán,"Calle Plutarco Elías Calles
",S/N,N/A,45959,http://eremso.sems.udg.mx,eremso.sems.udg.mx,"https://www.google.com.mx/maps/place/Modulo+Poncitl%C3%A1n,+EREMSO,+UDG/@20.379845,-102.9413078,15.94z/data=!4m6!3m5!1s0x842f25c20775bf71:0x38f53eb4b1c0a825!8m2!3d20.3838729!4d-102.9390792!16s%2Fg%2F11h0brkxfg?entry=ttu",,
2022 14MMS0699D Módulo Tototlán,171,2022 - 2023,2022,SEMS,14MMS0616E,14MMS0699D,Módulo Tototlán,Módulo Tototlán,Módulo,Regional,Región Ciénega,Tototlán,Tototlán,Avenida Guadalupe ,S/N,N/A,47730,http://eremso.sems.udg.mx,eremso.sems.udg.mx,"https://www.google.com.mx/maps/place/Modulo+De+La+Escuela+Regional+Media+Superior+De+Tototlan+UDG/@20.5472215,-102.7909845,20.44z/data=!4m6!3m5!1s0x842ed59300f7fdd5:0x6f7c2aaa2e645388!8m2!3d20.5473682!4d-102.790921!16s%2Fg%2F11ggnghj1j?entry=ttu",,
2022 14MMS0748W Módulo Zapotlán del Rey,172,2022 - 2023,2022,SEMS,14MMS0616E,14MMS0748W,Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,Módulo,Regional,Región Ciénega,Zapotlán del Rey,Zapotlán del Rey,Carretera Otatlán - Zapotlán del Rey,Km 2.3,N/A,45980,http://eremso.sems.udg.mx,eremso.sems.udg.mx,"https://www.google.com.mx/maps/place/E.R.E.M.S.O.+M%C3%B3dulo+Zapotl%C3%A1n+del+Rey/@20.4691479,-102.9053843,17.17z/data=!4m6!3m5!1s0x842f2ed6830b8cf1:0x94224019068d319c!8m2!3d20.4693884!4d-102.9034837!16s%2Fg%2F11c0r4yjx7?entry=ttuq",,
2022 14MMS0751J EREMS Wixárika,173,2022 - 2023,2022,SEMS,,14MMS0751J,Escuela Regional de Educación Media Superior Wixárika ,EREMS Wixárika,Escuela,Regional,Región Norte,Mezquitic,Mezquitic,Terracería Conocido,S/N,N/A,46070,http://prepawixarika.sems.udg.mx,prepawixarika.sems.udg.mx,"https://www.google.com.mx/maps/place/Prepa+UdeG/@22.0708617,-104.3207071,17z/data=!4m6!3m5!1s0x869d81493d1a1633:0xd972a2f2e5a0fe9a!8m2!3d22.0724073!4d-104.3154632!16s%2Fg%2F11pctg6bbb?entry=ttu",,
2022 14MMS0830W Módulo Ocota,174,2022 - 2023,2022,SEMS,14MMS0751J,14MMS0830W,Módulo Ocota de la Sierra,Módulo Ocota,Módulo,Regional,Región Norte,Mezquitic,Mezquitic,Camino A la preparatoria ,S/N,N/A,46155,http://prepawixarika.sems.udg.mx,prepawixarika.sems.udg.mx,"https://www.google.com.mx/maps/place/UDG+Preparatoria+m%C3%B3dulo+Ocota+de+Sierra/@21.8524877,-104.2116398,15.61z/data=!4m6!3m5!1s0x842783acda983b9f:0xf808b13be829a857!8m2!3d21.8498065!4d-104.1966629!16s%2Fg%2F11j7hqf502?entry=ttu",,
2022 14MMS0818A Prepa San José del Valle,175,2022 - 2023,2022,SEMS,,14MMS0818A,Escuela Preparatoria de San José del Valle,Prepa San José del Valle,Escuela,Metropolitano,Región Centro,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Calle Concepción ,S/N,N/A,45653,http://prepasanjosedelvalle.sems.udg.mx,prepasanjosedelvalle.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+San+Jos%C3%A9+del+Valle,+U+de+G./@20.5393869,-103.3624786,18.5z/data=!4m6!3m5!1s0x842f529c1a9c01c9:0xe158e3d1256f719a!8m2!3d20.540005!4d-103.3618111!16s%2Fg%2F11gfgnfcw_?entry=ttu",,
2022 14MMS0775T CUAAD-San Agustín,176,2022 - 2023,2022,CUAAD,,14MMS0775T,"Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",CUAAD-San Agustín,Sede CU,Regional,Región Centro,Guadalajara,Guadalajara,Calle Morelos,191,N/A,44100,https://cuaad.udg.mx,cuaad.udg.mx,"https://www.google.com/maps/place/Ex+Claustro+De+San+Agustin/@20.6766578,-103.3449727,19.56z/data=!4m6!3m5!1s0x8428b1f035f2b237:0xbe38b3bfae1b5ad0!8m2!3d20.6761732!4d-103.3445604!16s%2Fg%2F11cmd8mhl9",,
2022 14MMS0774U CUCS,177,2022 - 2023,2022,CUCS,,14MMS0774U,Centro Universitario de Ciencias de la Salud,CUCS,Centro Universitario,Regional,Región Centro,Guadalajara,Guadalajara,Calle Sierra Mojada,950,N/A,44340,https://www.cucs.udg.mx,www.cucs.udg.mx,"https://www.google.com/maps/place/Centro+Universitario+de+Ciencias+de+la+Salud/@20.6882006,-103.3336325,16.94z/data=!4m6!3m5!1s0x8428b1945a975cdb:0xbc978894d9a59505!8m2!3d20.6865839!4d-103.3321438!16s%2Fg%2F12301w0b?entry=ttu",,
