row,name,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t,
818,2022-2023 14MMS0751J 3081100024,2022-2023,14MMS0751J,3081100024,Escolarizada,72,7,,79,0,0,,0,72,7,,79,
819,2022-2023 14MMS0752I 3061300004,2022-2023,14MMS0752I,3061300004,Escolarizada,506,270,,776,11,5,,16,1,1,,2,
820,2022-2023 14MMS0752I 3073200001,2022-2023,14MMS0752I,3073200001,Escolarizada,392,397,,789,4,9,,13,0,2,,2,
821,2022-2023 14MMS0774U 2092100004,2022-2023,14MMS0774U,2092100004,Escolarizada,229,666,,895,7,7,,14,1,4,,5,
822,2022-2023 14MMS0775T 2021300033,2022-2023,14MMS0775T,2021300033,Escolarizada,269,133,,402,12,3,,15,0,0,,0,
823,2022-2023 14MMS0776S 2062200013,2022-2023,14MMS0776S,2062200013,Escolarizada,888,267,,1155,26,5,,31,0,0,,0,
824,2022-2023 14MMS0776S 2071100002,2022-2023,14MMS0776S,2071100002,Escolarizada,802,37,,839,7,1,,8,0,0,,0,
825,2022-2023 14MMS0776S 2071200002,2022-2023,14MMS0776S,2071200002,Escolarizada,431,24,,455,15,0,,15,0,0,,0,
826,2022-2023 14MMS0776S 2071400003,2022-2023,14MMS0776S,2071400003,Escolarizada,269,271,,540,4,5,,9,1,0,,1,
827,2022-2023 14MMS0776S 2072100002,2022-2023,14MMS0776S,2072100002,Escolarizada,239,567,,806,4,9,,13,0,1,,1,
828,2022-2023 14MMS0776S 2072300001,2022-2023,14MMS0776S,2072300001,Escolarizada,87,35,,122,2,0,,2,0,0,,0,
829,2022-2023 14MMS0776S 2072400003,2022-2023,14MMS0776S,2072400003,Escolarizada,140,36,,176,4,1,,5,0,0,,0,
830,2022-2023 14MMS0776S 3071700002,2022-2023,14MMS0776S,3071700002,Escolarizada,53,78,,131,0,2,,2,0,0,,0,
831,2022-2023 14MMS0776S 3073200001,2022-2023,14MMS0776S,3073200001,Escolarizada,360,248,,608,11,4,,15,0,0,,0,
832,2022-2023 14MMS0777R 2092100004,2022-2023,14MMS0777R,2092100004,Escolarizada,172,526,,698,3,3,,6,0,1,,1,
833,2022-2023 14MMS0799C 2051200001,2022-2023,14MMS0799C,2051200001,Escolarizada,229,319,,548,4,6,,10,0,0,,0,
834,2022-2023 14MMS0799C 2062100003,2022-2023,14MMS0799C,2062100003,Escolarizada,160,79,,239,2,1,,3,1,0,,1,
835,2022-2023 14MMS0799C 2062200007,2022-2023,14MMS0799C,2062200007,Escolarizada,628,241,,869,20,1,,21,1,0,,1,
836,2022-2023 14MMS0799C 2071200011,2022-2023,14MMS0799C,2071200011,Escolarizada,239,59,,298,6,1,,7,0,0,,0,
837,2022-2023 14MMS0799C 2072000001,2022-2023,14MMS0799C,2072000001,Escolarizada,145,50,,195,4,1,,5,0,0,,0,
838,2022-2023 14MMS0799C 3041100005,2022-2023,14MMS0799C,3041100005,Escolarizada,167,241,,408,5,3,,8,0,1,,1,
839,2022-2023 14MMS0799C 3042000001,2022-2023,14MMS0799C,3042000001,Escolarizada,292,413,,705,3,6,,9,0,0,,0,
840,2022-2023 14MMS0830W 3021600010,2022-2023,14MMS0830W,3021600010,Escolarizada,10,69,,79,0,0,,0,10,69,,79,
841,2022-2023 14MMS0830W 3081100024,2022-2023,14MMS0830W,3081100024,Escolarizada,60,20,,80,0,0,,0,60,20,,80,
842,2022-2023 14MMS0616E 2081100001,2022-2023,14MMS0616E,2081100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
843,2022-2023 14MMS0776S 2062200007,2022-2023,14MMS0776S,2062200007,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
844,2022-2023 14MMS0776S 2071400001,2022-2023,14MMS0776S,2071400001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
845,2022-2023 14MMS0776S 2072400001,2022-2023,14MMS0776S,2072400001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
846,2022-2023 14MMS0776S 2072400002,2022-2023,14MMS0776S,2072400002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
847,2022-2023 14MMS0776S 2101500001,2022-2023,14MMS0776S,2101500001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,
