name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
633 2022-2023 14USU0220M 5061000002,633,2022-2023,14USU0220M,5061000002,Escolarizada,131,28,,159,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,6,2,,8,1,0,,1,0,0,,0,8,2,,10,0,0,,0
634 2022-2023 14USU0220M 5062200055,634,2022-2023,14USU0220M,5062200055,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
635 2022-2023 14USU0220M 5072100002,635,2022-2023,14USU0220M,5072100002,Escolarizada,105,89,,194,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,5,,8,1,0,,1,0,0,,0,4,6,,10,0,0,,0
636 2022-2023 14USU0220M 5081100050,636,2022-2023,14USU0220M,5081100050,Escolarizada,115,50,,165,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,1,0,,1
637 2022-2023 14USU0220M 5082100001,637,2022-2023,14USU0220M,5082100001,Escolarizada,133,160,,293,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,4,,9,0,0,,0,0,0,,0,5,4,,9,1,0,,1
638 2022-2023 14USU0220M 5091100011,638,2022-2023,14USU0220M,5091100011,Escolarizada,189,288,,477,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,6,,10,0,0,,0,0,0,,0,4,7,,11,0,0,,0
639 2022-2023 14USU0220M 5092100006,639,2022-2023,14USU0220M,5092100006,Escolarizada,66,315,,381,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,10,,12,0,0,,0,0,0,,0,2,10,,12,0,0,,0
640 2022-2023 14USU0220M 5093100002,640,2022-2023,14USU0220M,5093100002,Escolarizada,124,346,,470,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,7,,9,0,1,,1,0,0,,0,2,8,,10,0,0,,0
641 2022-2023 14USU0220M 5094200006,641,2022-2023,14USU0220M,5094200006,Escolarizada,46,309,,355,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,9,,9,0,0,,0,0,0,,0,1,10,,11,0,0,,0
642 2022-2023 14USU0221L 5022000001,642,2022-2023,14USU0221L,5022000001,Escolarizada,27,57,,84,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
643 2022-2023 14USU0221L 5031100007,643,2022-2023,14USU0221L,5031100007,Escolarizada,78,246,,324,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,6,7,,13,0,0,,0,1,0,,1,7,9,,16,0,0,,0
644 2022-2023 14USU0221L 5033100003,644,2022-2023,14USU0221L,5033100003,Escolarizada,101,212,,313,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,0,,1,2,10,,12,0,0,,0,1,0,,1,5,10,,15,0,0,,0
645 2022-2023 14USU0221L 5041400032,645,2022-2023,14USU0221L,5041400032,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
646 2022-2023 14USU0221L 5042000002,646,2022-2023,14USU0221L,5042000002,Escolarizada,40,115,,155,0,1,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,3,,4,0,1,,1,0,0,,0,2,5,,7,0,0,,0
647 2022-2023 14USU0221L 5042400005,647,2022-2023,14USU0221L,5042400005,Escolarizada,105,142,,247,1,0,,1,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,5,,6,0,0,,0,0,0,,0,2,6,,8,0,0,,0
648 2022-2023 14USU0221L 5062100009,648,2022-2023,14USU0221L,5062100009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
649 2022-2023 14USU0221L 5062200073,649,2022-2023,14USU0221L,5062200073,Escolarizada,124,19,,143,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,2,,8,0,0,,0,0,0,,0,7,2,,9,0,0,,0
650 2022-2023 14USU0221L 5062200082,650,2022-2023,14USU0221L,5062200082,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
651 2022-2023 14USU0221L 5071300009,651,2022-2023,14USU0221L,5071300009,Escolarizada,90,14,,104,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,4,1,,5,0,0,,0,0,0,,0,4,2,,6,0,0,,0
652 2022-2023 14USU0221L 5071300014,652,2022-2023,14USU0221L,5071300014,Escolarizada,283,50,,333,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,4,,7,0,0,,0,0,0,,0,3,4,,7,0,0,,0
653 2022-2023 14USU0221L 5071400008,653,2022-2023,14USU0221L,5071400008,Escolarizada,112,224,,336,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,5,,7,0,0,,0,0,0,,0,2,5,,7,0,1,,1
654 2022-2023 14USU0221L 5071700019,654,2022-2023,14USU0221L,5071700019,Escolarizada,119,91,,210,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,4,0,1,,1,0,0,,0,2,3,,5,0,0,,0
655 2022-2023 14USU0222K 5022200040,655,2022-2023,14USU0222K,5022200040,Escolarizada,30,111,,141,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,2,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
656 2022-2023 14USU0222K 5031100007,656,2022-2023,14USU0222K,5031100007,Escolarizada,29,133,,162,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,3,,6,0,0,,0,0,0,,0,3,3,,6,0,0,,0
657 2022-2023 14USU0222K 5032100038,657,2022-2023,14USU0222K,5032100038,Escolarizada,5,9,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
658 2022-2023 14USU0222K 5033100003,658,2022-2023,14USU0222K,5033100003,Escolarizada,110,153,,263,1,1,,2,0,0,,0,0,1,,1,0,0,,0,0,0,,0,2,3,,5,0,0,,0,0,0,,0,3,5,,8,0,0,,0
659 2022-2023 14USU0222K 5042000002,659,2022-2023,14USU0222K,5042000002,Escolarizada,47,70,,117,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,4,,4,0,0,,0,0,0,,0,0,4,,4,0,0,,0
660 2022-2023 14USU0222K 5062200082,660,2022-2023,14USU0222K,5062200082,Escolarizada,29,19,,48,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,3,2,,5,0,0,,0
661 2022-2023 14USU0222K 5071000047,661,2022-2023,14USU0222K,5071000047,Escolarizada,112,12,,124,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,2,,5,0,0,,0,1,0,,1,4,2,,6,0,0,,0
662 2022-2023 14USU0222K 5071700019,662,2022-2023,14USU0222K,5071700019,Escolarizada,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
663 2022-2023 14USU0222K 5041400032,663,2022-2023,14USU0222K,5041400032,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
664 2022-2023 14USU0222K 4101600010,664,2022-2023,14USU0222K,4101600010,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
665 2022-2023 14USU0230T 4093100005,665,2022-2023,14USU0230T,4093100005,Escolarizada,84,183,,267,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,2,7,,9,0,0,,0,0,0,,0,5,7,,12,0,1,,1
666 2022-2023 14USU0230T 4094100005,666,2022-2023,14USU0230T,4094100005,Escolarizada,59,182,,241,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,5,,7,0,0,,0,0,0,,0,2,5,,7,0,0,,0
667 2022-2023 14USU0230T 4094100010,667,2022-2023,14USU0230T,4094100010,Escolarizada,45,117,,162,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0
668 2022-2023 14USU0230T 4095300010,668,2022-2023,14USU0230T,4095300010,Escolarizada,168,286,,454,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,4,4,,8,0,0,,0,0,0,,0,4,5,,9,0,1,,1
669 2022-2023 14USU0230T 4103100001,669,2022-2023,14USU0230T,4103100001,Escolarizada,102,184,,286,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,2,,4,0,0,,0
670 2022-2023 14USU0230T 5031100007,670,2022-2023,14USU0230T,5031100007,Escolarizada,541,1461,,2002,1,2,,3,0,0,,0,0,1,,1,0,1,,1,1,0,,1,9,29,,38,1,0,,1,0,0,,0,12,33,,45,0,0,,0
671 2022-2023 14USU0230T 5033200024,671,2022-2023,14USU0230T,5033200024,Escolarizada,61,167,,228,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,3,8,,11,0,0,,0,0,0,,0,3,9,,12,0,0,,0
672 2022-2023 14USU0230T 5091100011,672,2022-2023,14USU0230T,5091100011,Escolarizada,1694,2747,,4441,1,0,,1,0,1,,1,0,0,,0,0,1,,1,0,0,,0,24,27,,51,1,1,,2,0,0,,0,26,30,,56,1,1,,2
673 2022-2023 14USU0230T 5092100006,673,2022-2023,14USU0230T,5092100006,Escolarizada,585,2194,,2779,0,4,,4,0,0,,0,0,0,,0,0,1,,1,0,1,,1,10,33,,43,2,3,,5,0,0,,0,12,42,,54,1,6,,7
674 2022-2023 14USU0230T 5093100002,674,2022-2023,14USU0230T,5093100002,Escolarizada,459,1250,,1709,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,8,9,,17,0,1,,1,0,0,,0,8,11,,19,0,0,,0
675 2022-2023 14USU0230T 5094100009,675,2022-2023,14USU0230T,5094100009,Escolarizada,44,81,,125,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,3,,4,0,0,,0,0,0,,0,1,4,,5,0,0,,0
676 2022-2023 14USU0230T 5094200006,676,2022-2023,14USU0230T,5094200006,Escolarizada,224,874,,1098,1,0,,1,0,1,,1,0,0,,0,0,1,,1,0,0,,0,6,18,,24,1,0,,1,0,0,,0,8,20,,28,0,1,,1
677 2022-2023 14USU0230T 5094300009,677,2022-2023,14USU0230T,5094300009,Escolarizada,34,167,,201,1,0,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0,0,0,,0,1,2,,3,0,0,,0
678 2022-2023 14USU0230T 5101100015,678,2022-2023,14USU0230T,5101100015,Escolarizada,931,575,,1506,1,0,,1,0,0,,0,0,0,,0,0,1,,1,1,0,,1,11,7,,18,0,0,,0,0,0,,0,13,8,,21,1,1,,2
679 2022-2023 14USU0002Z 7011400011,679,2022-2023,14USU0002Z,7011400011,Escolarizada,12,13,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
680 2022-2023 14USU0002Z 7031000052,680,2022-2023,14USU0002Z,7031000052,Escolarizada,10,5,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,1,1,,2
681 2022-2023 14USU0002Z 7031200009,681,2022-2023,14USU0002Z,7031200009,Escolarizada,5,2,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
682 2022-2023 14USU0002Z 7033100026,682,2022-2023,14USU0002Z,7033100026,Escolarizada,57,27,,84,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,1,,1,1,0,,1,0,0,,0,2,1,,3,1,0,,1
683 2022-2023 14USU0002Z 7042100033,683,2022-2023,14USU0002Z,7042100033,Escolarizada,34,31,,65,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1
684 2022-2023 14USU0002Z 7095600030,684,2022-2023,14USU0002Z,7095600030,Escolarizada,14,21,,35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1
685 2022-2023 14USU0003Y 7011400011,685,2022-2023,14USU0003Y,7011400011,Escolarizada,17,31,,48,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
686 2022-2023 14USU0003Y 7012500034,686,2022-2023,14USU0003Y,7012500034,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
687 2022-2023 14USU0003Y 7031200071,687,2022-2023,14USU0003Y,7031200071,Escolarizada,1,4,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
688 2022-2023 14USU0003Y 7042100033,688,2022-2023,14USU0003Y,7042100033,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
689 2022-2023 14USU0003Y 7052100021,689,2022-2023,14USU0003Y,7052100021,Escolarizada,5,0,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
690 2022-2023 14USU0003Y 7061300005,690,2022-2023,14USU0003Y,7061300005,Escolarizada,16,5,,21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1
691 2022-2023 14USU0003Y 7071300003,691,2022-2023,14USU0003Y,7071300003,Escolarizada,14,6,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
692 2022-2023 14USU0003Y 8052100019,692,2022-2023,14USU0003Y,8052100019,Escolarizada,9,3,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
693 2022-2023 14USU0004X 7011400029,693,2022-2023,14USU0004X,7011400029,No escolarizada,11,21,,32,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
694 2022-2023 14USU0004X 7012400001,694,2022-2023,14USU0004X,7012400001,No escolarizada,7,14,,21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1
695 2022-2023 14USU0004X 7021000014,695,2022-2023,14USU0004X,7021000014,No escolarizada,6,11,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
696 2022-2023 14USU0004X 7031300041,696,2022-2023,14USU0004X,7031300041,No escolarizada,13,13,,26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
697 2022-2023 14USU0004X 7032100037,697,2022-2023,14USU0004X,7032100037,No escolarizada,8,12,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
698 2022-2023 14USU0004X 7041100029,698,2022-2023,14USU0004X,7041100029,No escolarizada,44,34,,78,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
699 2022-2023 14USU0004X 7042100177,699,2022-2023,14USU0004X,7042100177,No escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
700 2022-2023 14USU0004X 7042100311,700,2022-2023,14USU0004X,7042100311,No escolarizada,36,24,,60,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
701 2022-2023 14USU0004X 7042300030,701,2022-2023,14USU0004X,7042300030,No escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
702 2022-2023 14USU0004X 7042300040,702,2022-2023,14USU0004X,7042300040,No escolarizada,19,14,,33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
703 2022-2023 14USU0004X 8011400005,703,2022-2023,14USU0004X,8011400005,No escolarizada,5,8,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
704 2022-2023 14USU0004X 8021000011,704,2022-2023,14USU0004X,8021000011,No escolarizada,3,5,,8,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
705 2022-2023 14USU0005W 7012602009,705,2022-2023,14USU0005W,7012602009,Escolarizada,6,12,,18,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
706 2022-2023 14USU0005W 7031000012,706,2022-2023,14USU0005W,7031000012,Escolarizada,2,5,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
707 2022-2023 14USU0008T 6091323001,707,2022-2023,14USU0008T,6091323001,Escolarizada,2,3,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
708 2022-2023 14USU0008T 6091326001,708,2022-2023,14USU0008T,6091326001,Escolarizada,6,2,,8,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
709 2022-2023 14USU0008T 7022600002,709,2022-2023,14USU0008T,7022600002,Escolarizada,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
710 2022-2023 14USU0008T 7042300011,710,2022-2023,14USU0008T,7042300011,Escolarizada,9,11,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
711 2022-2023 14USU0008T 7061100016,711,2022-2023,14USU0008T,7061100016,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
712 2022-2023 14USU0008T 7071000033,712,2022-2023,14USU0008T,7071000033,Escolarizada,6,0,,6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
713 2022-2023 14USU0008T 7071200021,713,2022-2023,14USU0008T,7071200021,Escolarizada,26,10,,36,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
714 2022-2023 14USU0008T 7102100006,714,2022-2023,14USU0008T,7102100006,Escolarizada,9,4,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
715 2022-2023 14USU0008T 8033100003,715,2022-2023,14USU0008T,8033100003,Escolarizada,19,18,,37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
716 2022-2023 14USU0008T 8071200008,716,2022-2023,14USU0008T,8071200008,Escolarizada,14,9,,23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
717 2022-2023 14USU0008T 8091345016,717,2022-2023,14USU0008T,8091345016,Escolarizada,16,15,,31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
718 2022-2023 14USU0008T 8102100001,718,2022-2023,14USU0008T,8102100001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
719 2022-2023 14USU0008T 7031200016,719,2022-2023,14USU0008T,7031200016,Escolarizada,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
720 2022-2023 14USU0008T 7052300035,720,2022-2023,14USU0008T,7052300035,Escolarizada,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
721 2022-2023 14USU0008T 8052300021,721,2022-2023,14USU0008T,8052300021,Escolarizada,3,4,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
722 2022-2023 14USU0010H 7011200033,722,2022-2023,14USU0010H,7011200033,Escolarizada,3,13,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
723 2022-2023 14USU0010H 7012603017,723,2022-2023,14USU0010H,7012603017,Escolarizada,6,8,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
724 2022-2023 14USU0010H 7022200011,724,2022-2023,14USU0010H,7022200011,Escolarizada,2,6,,8,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
725 2022-2023 14USU0010H 7022200019,725,2022-2023,14USU0010H,7022200019,Escolarizada,3,5,,8,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
726 2022-2023 14USU0010H 7022300005,726,2022-2023,14USU0010H,7022300005,Escolarizada,6,6,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
727 2022-2023 14USU0010H 7022300034,727,2022-2023,14USU0010H,7022300034,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
728 2022-2023 14USU0010H 7022300037,728,2022-2023,14USU0010H,7022300037,Escolarizada,2,5,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
729 2022-2023 14USU0010H 7022400002,729,2022-2023,14USU0010H,7022400002,Escolarizada,2,11,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,1,0,,1
730 2022-2023 14USU0010H 7022500015,730,2022-2023,14USU0010H,7022500015,Escolarizada,7,9,,16,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
731 2022-2023 14USU0010H 7022600008,731,2022-2023,14USU0010H,7022600008,Escolarizada,11,5,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
732 2022-2023 14USU0010H 7031000001,732,2022-2023,14USU0010H,7031000001,Escolarizada,22,26,,48,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
733 2022-2023 14USU0010H 7031200043,733,2022-2023,14USU0010H,7031200043,Escolarizada,1,18,,19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,1,,1
734 2022-2023 14USU0010H 7031200087,734,2022-2023,14USU0010H,7031200087,Escolarizada,3,9,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
735 2022-2023 14USU0010H 7031300005,735,2022-2023,14USU0010H,7031300005,Escolarizada,11,4,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
736 2022-2023 14USU0010H 7031300078,736,2022-2023,14USU0010H,7031300078,Escolarizada,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
737 2022-2023 14USU0010H 7032100004,737,2022-2023,14USU0010H,7032100004,Escolarizada,6,9,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
738 2022-2023 14USU0010H 7032100049,738,2022-2023,14USU0010H,7032100049,Escolarizada,3,3,,6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
739 2022-2023 14USU0010H 7073100005,739,2022-2023,14USU0010H,7073100005,Escolarizada,7,5,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
740 2022-2023 14USU0010H 8011000006,740,2022-2023,14USU0010H,8011000006,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
