name,row,anio,entidad_universitaria,programa_educativo
422 PE que requieren PP-491 - 2023 - CUVALLES,491,2023,CUVALLES,Ingeniería Mecatrónica
422 PE que requieren PP-492 - 2023 - CUVALLES,492,2023,CUVALLES,Licenciatura en Administración
422 PE que requieren PP-493 - 2023 - CUVALLES,493,2023,CUVALLES,Licenciatura en Agronegocios
422 PE que requieren PP-494 - 2023 - CUVALLES,494,2023,CUVALLES,Licenciatura en Contaduría Pública
422 PE que requieren PP-495 - 2023 - CUVALLES,495,2023,CUVALLES,Licenciatura en Educación
422 PE que requieren PP-496 - 2023 - CUVALLES,496,2023,CUVALLES,Licenciatura en Enfermería
422 PE que requieren PP-497 - 2023 - CUVALLES,497,2023,CUVALLES,Licenciatura en Gerontología
422 PE que requieren PP-498 - 2023 - CUVALLES,498,2023,CUVALLES,Licenciatura en Nutrición
422 PE que requieren PP-499 - 2023 - CUVALLES,499,2023,CUVALLES,Licenciatura en Psicología
422 PE que requieren PP-500 - 2023 - CUVALLES,500,2023,CUVALLES,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-501 - 2023 - CUVALLES,501,2023,CUVALLES,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-502 - 2023 - CUVALLES,502,2023,CUVALLES,Licenciatura en Trabajo Social
422 PE que requieren PP-503 - 2023 - CUVALLES,503,2023,CUVALLES,Licenciatura en Turismo
422 PE que requieren PP-504 - 2023 - CUVALLES,504,2023,CUVALLES,Médico Cirujano y Partero
422 PE que requieren PP-505 - 2023 - CUVALLES,505,2023,CUVALLES,Programa de Nivelación de la Licenciatura en Trabajo Social (abierto y modular)
422 PE que requieren PP-506 - 2023 - CUNORTE,506,2023,CUNORTE,Abogado
422 PE que requieren PP-507 - 2023 - CUNORTE,507,2023,CUNORTE,Ingeniería en Electrónica y Computación
422 PE que requieren PP-508 - 2023 - CUNORTE,508,2023,CUNORTE,Ingeniería en Telemática
422 PE que requieren PP-509 - 2023 - CUNORTE,509,2023,CUNORTE,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-510 - 2023 - CUNORTE,510,2023,CUNORTE,Licenciatura en Administración
422 PE que requieren PP-511 - 2023 - CUNORTE,511,2023,CUNORTE,Licenciatura en Agronegocios
422 PE que requieren PP-512 - 2023 - CUNORTE,512,2023,CUNORTE,Licenciatura en Antropología
422 PE que requieren PP-513 - 2023 - CUNORTE,513,2023,CUNORTE,Licenciatura en Contaduría Pública
422 PE que requieren PP-514 - 2023 - CUNORTE,514,2023,CUNORTE,Licenciatura en Educación
422 PE que requieren PP-515 - 2023 - CUNORTE,515,2023,CUNORTE,Licenciatura en Enfermería
422 PE que requieren PP-516 - 2023 - CUNORTE,516,2023,CUNORTE,Licenciatura en Nutrición
422 PE que requieren PP-517 - 2023 - CUNORTE,517,2023,CUNORTE,Licenciatura en Psicología
422 PE que requieren PP-518 - 2023 - CUNORTE,518,2023,CUNORTE,Licenciatura en Turismo
422 PE que requieren PP-519 - 2023 - CUNORTE,519,2023,CUNORTE,Licenciatura en Educación Indígena
422 PE que requieren PP-520 - 2023 - CUNORTE,520,2023,CUNORTE,Técnico Superior Universitario en Informática
422 PE que requieren PP-521 - 2023 - CULAGOS,521,2023,CULAGOS,Abogado
422 PE que requieren PP-522 - 2023 - CULAGOS,522,2023,CULAGOS,Abogado (semiescolarizado)
422 PE que requieren PP-523 - 2023 - CULAGOS,523,2023,CULAGOS,Ingeniería Bioquímica
422 PE que requieren PP-524 - 2023 - CULAGOS,524,2023,CULAGOS,Ingeniería en Electrónica y Computación
422 PE que requieren PP-525 - 2023 - CULAGOS,525,2023,CULAGOS,Ingeniería Industrial
422 PE que requieren PP-526 - 2023 - CULAGOS,526,2023,CULAGOS,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-527 - 2023 - CULAGOS,527,2023,CULAGOS,Ingeniería Mecatrónica
422 PE que requieren PP-528 - 2023 - CULAGOS,528,2023,CULAGOS,Licenciatura en Administración
422 PE que requieren PP-529 - 2023 - CULAGOS,529,2023,CULAGOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-530 - 2023 - CULAGOS,530,2023,CULAGOS,Licenciatura en Educación
422 PE que requieren PP-531 - 2023 - CULAGOS,531,2023,CULAGOS,Licenciatura en Humanidades
422 PE que requieren PP-532 - 2023 - CULAGOS,532,2023,CULAGOS,"Licenciatura en Lenguas y Culturas Extranjeras con orientaciones en inglés y francés, o inglés y alemán, o inglés y japonés"
422 PE que requieren PP-533 - 2023 - CULAGOS,533,2023,CULAGOS,Licenciatura en Periodismo
422 PE que requieren PP-534 - 2023 - CULAGOS,534,2023,CULAGOS,Licenciatura en Psicología
422 PE que requieren PP-535 - 2023 - CULAGOS,535,2023,CULAGOS,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-536 - 2023 - CULAGOS,536,2023,CULAGOS,Ingeniería en Videojuegos
422 PE que requieren PP-537 - 2023 - CULAGOS,537,2023,CULAGOS,Técnico Superior Universitario en Servicios Turísticos
422 PE que requieren PP-538 - 2023 - CUTONALÁ,538,2023,CUTONALÁ,Abogado
422 PE que requieren PP-539 - 2023 - CUTONALÁ,539,2023,CUTONALÁ,Ingeniería en Ciencias Computacionales
422 PE que requieren PP-540 - 2023 - CUTONALÁ,540,2023,CUTONALÁ,Ingeniería en Energía
422 PE que requieren PP-541 - 2023 - CUTONALÁ,541,2023,CUTONALÁ,Ingeniería en Nanotecnología
422 PE que requieren PP-542 - 2023 - CUTONALÁ,542,2023,CUTONALÁ,Licenciatura en Administración de Negocios
422 PE que requieren PP-543 - 2023 - CUTONALÁ,543,2023,CUTONALÁ,Licenciatura en Arquitectura
422 PE que requieren PP-544 - 2023 - CUTONALÁ,544,2023,CUTONALÁ,Licenciatura en Ciencias Forenses
422 PE que requieren PP-545 - 2023 - CUTONALÁ,545,2023,CUTONALÁ,Licenciatura en Contaduría Pública
422 PE que requieren PP-546 - 2023 - CUTONALÁ,546,2023,CUTONALÁ,Licenciatura en Enfermería
422 PE que requieren PP-547 - 2023 - CUTONALÁ,547,2023,CUTONALÁ,Licenciatura en Enfermería (modalidad  a distancia)
422 PE que requieren PP-548 - 2023 - CUTONALÁ,548,2023,CUTONALÁ,Licenciatura en Estudios Liberales
422 PE que requieren PP-549 - 2023 - CUTONALÁ,549,2023,CUTONALÁ,Licenciatura en Gerontología
422 PE que requieren PP-550 - 2023 - CUTONALÁ,550,2023,CUTONALÁ,Licenciatura en Historia del Arte
422 PE que requieren PP-551 - 2023 - CUTONALÁ,551,2023,CUTONALÁ,Licenciatura en Nutrición
422 PE que requieren PP-552 - 2023 - CUTONALÁ,552,2023,CUTONALÁ,Licenciatura en Salud Pública
422 PE que requieren PP-553 - 2023 - CUTONALÁ,553,2023,CUTONALÁ,"Médico, Cirujano y Partero"
422 PE que requieren PP-554 - 2023 - CUTLAJOMULCO,554,2023,CUTLAJOMULCO,Ingeniería Civil
422 PE que requieren PP-555 - 2023 - CUTLAJOMULCO,555,2023,CUTLAJOMULCO,Licenciatura en Administración
422 PE que requieren PP-556 - 2023 - CUTLAJOMULCO,556,2023,CUTLAJOMULCO,Licenciatura en Enfermería
422 PE que requieren PP-557 - 2023 - CUTLAJOMULCO,557,2023,CUTLAJOMULCO,Licenciatura en Negocios Internacionales
422 PE que requieren PP-558 - 2023 - CUTLAJOMULCO,558,2023,CUTLAJOMULCO,Licenciatura en Nutrición
422 PE que requieren PP-559 - 2023 - CUTLAJOMULCO,559,2023,CUTLAJOMULCO,Médico Cirujano y Partero
422 PE que requieren PP-560 - 2023 - CUTLAJOMULCO,560,2023,CUTLAJOMULCO,Ingeniería Civil (plan cuatrimestral)
422 PE que requieren PP-561 - 2023 - CUTLAJOMULCO,561,2023,CUTLAJOMULCO,Ingeniería Mecatrónica (plan cuatrimestral)
422 PE que requieren PP-562 - 2023 - CUTLAJOMULCO,562,2023,CUTLAJOMULCO,Licenciatura en Terapia Física (cuatrimestral)
422 PE que requieren PP-563 - 2023 - CUTLAJOMULCO,563,2023,CUTLAJOMULCO,Licenciatura en Administración y Gestión Empresarial (plan cuatrimestral)
422 PE que requieren PP-564 - 2023 - CUTLAJOMULCO,564,2023,CUTLAJOMULCO,Licenciatura en Terapia Física
422 PE que requieren PP-565 - 2023 - CUTLAJOMULCO,565,2023,CUTLAJOMULCO,Licenciatura en Construcción de la Paz y Seguridad
422 PE que requieren PP-566 - 2023 - CUTLAJOMULCO,566,2023,CUTLAJOMULCO,Programa de Nivelación de la Licenciatura en Construcción de la Paz y Seguridad
422 PE que requieren PP-567 - 2023 - CUTLAJOMULCO,567,2023,CUTLAJOMULCO,Ingeniería Mecatrónica Dual
422 PE que requieren PP-568 - 2023 - CUTLAJOMULCO,568,2023,CUTLAJOMULCO,Ingeniería en Biotecnología modalidad dual
422 PE que requieren PP-569 - 2023 - CUTLAJOMULCO,569,2023,CUTLAJOMULCO,Ingeniería en Diseño Industrial modalidad dual
422 PE que requieren PP-570 - 2023 - CUTLAJOMULCO,570,2023,CUTLAJOMULCO,Licenciatura en Ciencias Ambientales y del Territorio
422 PE que requieren PP-571 - 2023 - SUV,571,2023,SUV,Licenciatura en Administración de las Organizaciones
422 PE que requieren PP-572 - 2023 - SUV,572,2023,SUV,Licenciatura en Seguridad Ciudadana
422 PE que requieren PP-573 - 2023 - SUV,573,2023,SUV,Licenciatura en Mercadotecnia Digital
422 PE que requieren PP-574 - 2023 - SUV,574,2023,SUV,Licenciatura en Desarrollo de Sistemas Web
422 PE que requieren PP-575 - 2023 - SEMS,575,2023,SEMS,Bachillerato Intercultural Tecnológico
422 PE que requieren PP-576 - 2023 - SEMS,576,2023,SEMS,Bachillerato Tecnológico Agropecuario
422 PE que requieren PP-577 - 2023 - SEMS,577,2023,SEMS,Bachillerato Tecnológico en Administración
422 PE que requieren PP-578 - 2023 - SEMS,578,2023,SEMS,Bachillerato Tecnológico en Administración de Pequeños y Medianos Negocios
422 PE que requieren PP-579 - 2023 - SEMS,579,2023,SEMS,Bachillerato Tecnológico en Cerámica
422 PE que requieren PP-580 - 2023 - SEMS,580,2023,SEMS,Bachillerato Tecnológico en Citología e Histología
422 PE que requieren PP-581 - 2023 - SEMS,581,2023,SEMS,Bachillerato Tecnológico en Desarrollo de Software
422 PE que requieren PP-582 - 2023 - SEMS,582,2023,SEMS,Bachillerato Tecnológico en Diseño Industrial
422 PE que requieren PP-583 - 2023 - SEMS,583,2023,SEMS,Bachillerato Tecnológico en Diseño y Construcción
422 PE que requieren PP-584 - 2023 - SEMS,584,2023,SEMS,Bachillerato Tecnológico en Enfermería
422 PE que requieren PP-585 - 2023 - SEMS,585,2023,SEMS,Bachillerato Tecnológico en Gestión Aduanal y Operaciones Empresariales
422 PE que requieren PP-586 - 2023 - SEMS,586,2023,SEMS,Bachillerato Tecnológico en Prótesis Dental
422 PE que requieren PP-587 - 2023 - SEMS,587,2023,SEMS,Bachillerato Tecnológico en Seguridad Ciudadana
422 PE que requieren PP-588 - 2023 - SEMS,588,2023,SEMS,Bachillerato Tecnológico en Turismo
422 PE que requieren PP-589 - 2023 - SEMS,589,2023,SEMS,Bachillerato Tecnológico Químico en Control de Calidad y Medio Ambiente
422 PE que requieren PP-590 - 2023 - SEMS,590,2023,SEMS,Tecnólogo Profesional en Biotecnología
422 PE que requieren PP-591 - 2023 - SEMS,591,2023,SEMS,Tecnólogo Profesional en Electricidad Industrial
422 PE que requieren PP-592 - 2023 - SEMS,592,2023,SEMS,Tecnólogo Profesional en Energías Alternas
422 PE que requieren PP-593 - 2023 - SEMS,593,2023,SEMS,Tecnólogo Profesional en Informática
422 PE que requieren PP-594 - 2023 - SEMS,594,2023,SEMS,Tecnólogo Profesional en Mecánica Industrial
422 PE que requieren PP-595 - 2023 - SEMS,595,2023,SEMS,Tecnólogo Profesional en Metalurgia y Fundición
422 PE que requieren PP-596 - 2023 - SEMS,596,2023,SEMS,Tecnólogo Profesional en Plásticos
422 PE que requieren PP-597 - 2023 - SEMS,597,2023,SEMS,Tecnólogo Profesional en Procesos de Manufactura Competitiva
422 PE que requieren PP-598 - 2023 - SEMS,598,2023,SEMS,Tecnólogo Profesional en Procesos Químicos Industriales
422 PE que requieren PP-599 - 2023 - SEMS,599,2023,SEMS,Tecnólogo Profesional en Sistemas Informáticos
422 PE que requieren PP-600 - 2023 - SEMS,600,2023,SEMS,Tecnólogo Profesional en Telecomunicaciones
422 PE que requieren PP-601 - 2023 - SEMS,601,2023,SEMS,Tecnólogo Profesional Químico en Análisis y Procesos de Alimentos
422 PE que requieren PP-602 - 2023 - SEMS,602,2023,SEMS,Tecnólogo Profesional Químico Industrial
422 PE que requieren PP-603 - 2022 - CUCEA,603,2022,CUCEA,Licenciatura en Administración
422 PE que requieren PP-604 - 2022 - CUCEA,604,2022,CUCEA,Licenciatura en Administración financiera y sistemas
422 PE que requieren PP-605 - 2022 - CUCEA,605,2022,CUCEA,Licenciatura en Administración Gubernamental y Políticas Públicas
422 PE que requieren PP-606 - 2022 - CUCEA,606,2022,CUCEA,Licenciatura en Contaduría Pública
422 PE que requieren PP-607 - 2022 - CUCEA,607,2022,CUCEA,Licenciatura en Economía
422 PE que requieren PP-608 - 2022 - CUCEA,608,2022,CUCEA,Licenciatura en Gestión de Negocios Gastronómicos
422 PE que requieren PP-609 - 2022 - CUCEA,609,2022,CUCEA,Licenciatura en Gestión y Economía Ambiental
422 PE que requieren PP-610 - 2022 - CUCEA,610,2022,CUCEA,Licenciatura en Mercadotecnia
422 PE que requieren PP-611 - 2022 - CUCEA,611,2022,CUCEA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-612 - 2022 - CUCEA,612,2022,CUCEA,Licenciatura en Recursos Humanos
422 PE que requieren PP-613 - 2022 - CUCEA,613,2022,CUCEA,Licenciatura en Relaciones Públicas y Comunicación
422 PE que requieren PP-614 - 2022 - CUCEA,614,2022,CUCEA,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-615 - 2022 - CUCEA,615,2022,CUCEA,Licenciatura en Turismo
422 PE que requieren PP-616 - 2022 - CUCEA,616,2022,CUCEA,Ingeniería en Negocios
422 PE que requieren PP-617 - 2022 - CUCEI,617,2022,CUCEI,Ingeniería Civil
422 PE que requieren PP-618 - 2022 - CUCEI,618,2022,CUCEI,Licenciatura en Ingeniería en Alimentos y Biotecnología
422 PE que requieren PP-619 - 2022 - CUCEI,619,2022,CUCEI,Ingeniería en Computación
422 PE que requieren PP-620 - 2022 - CUCEI,620,2022,CUCEI,Ingeniería en Logística y Transporte
422 PE que requieren PP-621 - 2022 - CUCEI,621,2022,CUCEI,Ingeniería Industrial
422 PE que requieren PP-622 - 2022 - CUCEI,622,2022,CUCEI,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-623 - 2022 - CUCEI,623,2022,CUCEI,Ingeniería Química
422 PE que requieren PP-624 - 2022 - CUCEI,624,2022,CUCEI,Ingeniería en Topografía Geomática
422 PE que requieren PP-625 - 2022 - CUCEI,625,2022,CUCEI,Licenciatura en Ciencia de Materiales
422 PE que requieren PP-626 - 2022 - CUCEI,626,2022,CUCEI,Licenciatura en Física
422 PE que requieren PP-627 - 2022 - CUCEI,627,2022,CUCEI,Licenciatura en Matemáticas
422 PE que requieren PP-628 - 2022 - CUCEI,628,2022,CUCEI,Licenciatura en Química
422 PE que requieren PP-629 - 2022 - CUCEI,629,2022,CUCEI,Licenciado en Químico Farmacéutico Biólogo
422 PE que requieren PP-630 - 2022 - CUCSH,630,2022,CUCSH,Abogado
422 PE que requieren PP-631 - 2022 - CUCSH,631,2022,CUCSH,Abogado (semiescolarizado)
422 PE que requieren PP-632 - 2022 - CUCSH,632,2022,CUCSH,Licenciatura en Antropología
422 PE que requieren PP-633 - 2022 - CUCSH,633,2022,CUCSH,Licenciatura en Comunicación Pública
422 PE que requieren PP-634 - 2022 - CUCSH,634,2022,CUCSH,Licenciatura en Criminología
422 PE que requieren PP-635 - 2022 - CUCSH,635,2022,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera
422 PE que requieren PP-636 - 2022 - CUCSH,636,2022,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera (semiescolarizada)
422 PE que requieren PP-637 - 2022 - CUCSH,637,2022,CUCSH,Licenciatura en Escritura Creativa
422 PE que requieren PP-638 - 2022 - CUCSH,638,2022,CUCSH,Licenciatura en Estudios Políticos y de Gobierno
422 PE que requieren PP-639 - 2022 - CUCSH,639,2022,CUCSH,Licenciatura en Filosofía
422 PE que requieren PP-640 - 2022 - CUCSH,640,2022,CUCSH,Licenciatura en Geografía
422 PE que requieren PP-641 - 2022 - CUCSH,641,2022,CUCSH,Licenciatura en Historia
422 PE que requieren PP-642 - 2022 - CUCSH,642,2022,CUCSH,Licenciatura en Letras Hispánicas
422 PE que requieren PP-643 - 2022 - CUCSH,643,2022,CUCSH,Licenciatura en Sociología
422 PE que requieren PP-644 - 2022 - CUCS ,644,2022,CUCS,Licenciatura en Ciencias Forenses
422 PE que requieren PP-645 - 2022 - CUCS ,645,2022,CUCS,Licenciatura en Cirujano Dentista
422 PE que requieren PP-646 - 2022 - CUCS ,646,2022,CUCS,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-647 - 2022 - CUCS ,647,2022,CUCS,Licenciatura en Enfermería
422 PE que requieren PP-648 - 2022 - CUCS ,648,2022,CUCS,Licenciatura en Enfermería modalidad a Distancia
422 PE que requieren PP-649 - 2022 - CUCS ,649,2022,CUCS,Licenciatura en Nutrición
422 PE que requieren PP-650 - 2022 - CUCS ,650,2022,CUCS,Licenciatura en Podología
422 PE que requieren PP-651 - 2022 - CUCS ,651,2022,CUCS,Licenciatura en Psicología
422 PE que requieren PP-652 - 2022 - CUCS ,652,2022,CUCS,"Médico, Cirujano y Partero"
422 PE que requieren PP-653 - 2022 - CUAAD,653,2022,CUAAD,Licenciatura en Arquitectura
422 PE que requieren PP-654 - 2022 - CUAAD,654,2022,CUAAD,Licenciatura en Diseño de Interiores y Ambientación
422 PE que requieren PP-655 - 2022 - CUAAD,655,2022,CUAAD,Licenciatura en Diseño de Modas
422 PE que requieren PP-656 - 2022 - CUAAD,656,2022,CUAAD,Licenciatura en Diseño Industrial
422 PE que requieren PP-657 - 2022 - CUAAD,657,2022,CUAAD,Licenciatura en Urbanística y Medio Ambiente
422 PE que requieren PP-658 - 2022 - CUAAD,658,2022,CUAAD,"Licenciatura en Diseño, Arte y Tecnologías Interactivas"
422 PE que requieren PP-659 - 2022 - CUCBA,659,2022,CUCBA,Ingeniero Agrónomo
422 PE que requieren PP-660 - 2022 - CUCBA,660,2022,CUCBA,Licenciatura en Agronegocios
422 PE que requieren PP-661 - 2022 - CUCBA,661,2022,CUCBA,Licenciatura en Biología
422 PE que requieren PP-662 - 2022 - CUCBA,662,2022,CUCBA,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-663 - 2022 - CUALTOS,663,2022,CUALTOS,Abogado
422 PE que requieren PP-664 - 2022 - CUALTOS,664,2022,CUALTOS,Abogado (semiescolarizado)
422 PE que requieren PP-665 - 2022 - CUALTOS,665,2022,CUALTOS,Ingeniería Agroindustrial
422 PE que requieren PP-666 - 2022 - CUALTOS,666,2022,CUALTOS,Ingeniería en Computación
422 PE que requieren PP-667 - 2022 - CUALTOS,667,2022,CUALTOS,Ingeniería en Sistemas Pecuarios
422 PE que requieren PP-668 - 2022 - CUALTOS,668,2022,CUALTOS,Licenciatura en Administración
422 PE que requieren PP-669 - 2022 - CUALTOS,669,2022,CUALTOS,Licenciatura en Cirujano Dentista
422 PE que requieren PP-670 - 2022 - CUALTOS,670,2022,CUALTOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-671 - 2022 - CUALTOS,671,2022,CUALTOS,Licenciatura en Enfermería
422 PE que requieren PP-672 - 2022 - CUALTOS,672,2022,CUALTOS,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-673 - 2022 - CUALTOS,673,2022,CUALTOS,Licenciatura en Negocios Internacionales
422 PE que requieren PP-674 - 2022 - CUALTOS,674,2022,CUALTOS,Licenciatura en Nutrición
422 PE que requieren PP-675 - 2022 - CUALTOS,675,2022,CUALTOS,Licenciatura en Psicología
422 PE que requieren PP-676 - 2022 - CUALTOS,676,2022,CUALTOS,"Médico, Cirujano y Partero"
422 PE que requieren PP-677 - 2022 - CUCIÉNEGA,677,2022,CUCIÉNEGA,Abogado
422 PE que requieren PP-678 - 2022 - CUCIÉNEGA,678,2022,CUCIÉNEGA,Ingeniería en Computación
422 PE que requieren PP-679 - 2022 - CUCIÉNEGA,679,2022,CUCIÉNEGA,Licenciatura en Ingeniería en Obras y Servicios
422 PE que requieren PP-680 - 2022 - CUCIÉNEGA,680,2022,CUCIÉNEGA,Ingeniería Industrial
422 PE que requieren PP-681 - 2022 - CUCIÉNEGA,681,2022,CUCIÉNEGA,Ingeniería Química
422 PE que requieren PP-682 - 2022 - CUCIÉNEGA,682,2022,CUCIÉNEGA,Licenciatura en Administración
422 PE que requieren PP-683 - 2022 - CUCIÉNEGA,683,2022,CUCIÉNEGA,Licenciatura en Agronegocios
422 PE que requieren PP-684 - 2022 - CUCIÉNEGA,684,2022,CUCIÉNEGA,Licenciatura en Contaduría Pública
422 PE que requieren PP-685 - 2022 - CUCIÉNEGA,685,2022,CUCIÉNEGA,Licenciatura en Mercadotecnia
422 PE que requieren PP-686 - 2022 - CUCIÉNEGA,686,2022,CUCIÉNEGA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-687 - 2022 - CUCIÉNEGA,687,2022,CUCIÉNEGA,Licenciatura en Nutrición
422 PE que requieren PP-688 - 2022 - CUCIÉNEGA,688,2022,CUCIÉNEGA,Licenciatura en Periodismo
422 PE que requieren PP-689 - 2022 - CUCIÉNEGA,689,2022,CUCIÉNEGA,Licenciatura en Psicología
422 PE que requieren PP-690 - 2022 - CUCIÉNEGA,690,2022,CUCIÉNEGA,Licenciado en Químico Farmacéutico Biólogo
422 PE que requieren PP-691 - 2022 - CUCIÉNEGA,691,2022,CUCIÉNEGA,Licenciatura en Recursos Humanos
422 PE que requieren PP-692 - 2022 - CUSUR,692,2022,CUSUR,Abogado
422 PE que requieren PP-693 - 2022 - CUSUR,693,2022,CUSUR,Ingeniería en Telemática
422 PE que requieren PP-694 - 2022 - CUSUR,694,2022,CUSUR,Licenciatura en Agronegocios
422 PE que requieren PP-695 - 2022 - CUSUR,695,2022,CUSUR,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-696 - 2022 - CUSUR,696,2022,CUSUR,Licenciatura en Enfermería
422 PE que requieren PP-697 - 2022 - CUSUR,697,2022,CUSUR,Licenciatura en Letras Hispánicas
422 PE que requieren PP-698 - 2022 - CUSUR,698,2022,CUSUR,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-699 - 2022 - CUSUR,699,2022,CUSUR,Licenciatura en Negocios Internacionales
422 PE que requieren PP-700 - 2022 - CUSUR,700,2022,CUSUR,Licenciatura en Nutrición
422 PE que requieren PP-701 - 2022 - CUSUR,701,2022,CUSUR,Licenciatura en Periodismo
422 PE que requieren PP-702 - 2022 - CUSUR,702,2022,CUSUR,Licenciatura en Psicología
422 PE que requieren PP-703 - 2022 - CUSUR,703,2022,CUSUR,"Licenciatura en Seguridad Laboral, Protección Civil y Emergencias"
422 PE que requieren PP-704 - 2022 - CUSUR,704,2022,CUSUR,"Médico, Cirujano y Partero"
422 PE que requieren PP-705 - 2022 - CUCOSTA,705,2022,CUCOSTA,Abogado
422 PE que requieren PP-706 - 2022 - CUCOSTA,706,2022,CUCOSTA,Ingeniería Civil
422 PE que requieren PP-707 - 2022 - CUCOSTA,707,2022,CUCOSTA,Ingeniería en Computación
422 PE que requieren PP-708 - 2022 - CUCOSTA,708,2022,CUCOSTA,Licenciatura en Ingeniería en Comunicación Multimedia
422 PE que requieren PP-709 - 2022 - CUCOSTA,709,2022,CUCOSTA,Licenciatura en Ingeniería en Obras y Servicios
422 PE que requieren PP-710 - 2022 - CUCOSTA,710,2022,CUCOSTA,Ingeniería en Telemática
422 PE que requieren PP-711 - 2022 - CUCOSTA,711,2022,CUCOSTA,Licenciatura en Administración
422 PE que requieren PP-712 - 2022 - CUCOSTA,712,2022,CUCOSTA,Licenciatura en Arquitectura
422 PE que requieren PP-713 - 2022 - CUCOSTA,713,2022,CUCOSTA,Licenciatura en Biología
422 PE que requieren PP-714 - 2022 - CUCOSTA,714,2022,CUCOSTA,Licenciatura en Ciencias y Artes Culinarias
422 PE que requieren PP-715 - 2022 - CUCOSTA,715,2022,CUCOSTA,Licenciatura en Contaduría Pública
422 PE que requieren PP-716 - 2022 - CUCOSTA,716,2022,CUCOSTA,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-717 - 2022 - CUCOSTA,717,2022,CUCOSTA,Licenciatura en Enfermería
422 PE que requieren PP-718 - 2022 - CUCOSTA,718,2022,CUCOSTA,Licenciatura en Nutrición
422 PE que requieren PP-719 - 2022 - CUCOSTA,719,2022,CUCOSTA,Licenciatura en Psicología
422 PE que requieren PP-720 - 2022 - CUCOSTA,720,2022,CUCOSTA,Licenciatura en Turismo
422 PE que requieren PP-721 - 2022 - CUCOSTA,721,2022,CUCOSTA,"Médico, Cirujano y Partero"
422 PE que requieren PP-722 - 2022 - CUCOSTA,722,2022,CUCOSTA,Ingeniería en Videojuegos
422 PE que requieren PP-723 - 2022 - CUCOSTASUR,723,2022,CUCOSTASUR,Abogado
422 PE que requieren PP-724 - 2022 - CUCOSTASUR,724,2022,CUCOSTASUR,Ingeniería de Procesos y Comercio Internacional
422 PE que requieren PP-725 - 2022 - CUCOSTASUR,725,2022,CUCOSTASUR,Licenciatura en Ingeniería en Obras y Servicios
422 PE que requieren PP-726 - 2022 - CUCOSTASUR,726,2022,CUCOSTASUR,Licenciatura en Ingeniería en Recursos Naturales y Agropecuarios
422 PE que requieren PP-727 - 2022 - CUCOSTASUR,727,2022,CUCOSTASUR,Ingeniería Mecatrónica
422 PE que requieren PP-728 - 2022 - CUCOSTASUR,728,2022,CUCOSTASUR,Ingeniero Agrónomo
422 PE que requieren PP-729 - 2022 - CUCOSTASUR,729,2022,CUCOSTASUR,Licenciatura en Administración
422 PE que requieren PP-730 - 2022 - CUCOSTASUR,730,2022,CUCOSTASUR,Licenciatura en Administración financiera y sistemas
422 PE que requieren PP-731 - 2022 - CUCOSTASUR,731,2022,CUCOSTASUR,Licenciatura en Biología Marina
422 PE que requieren PP-732 - 2022 - CUCOSTASUR,732,2022,CUCOSTASUR,Licenciatura en Contaduría Pública
422 PE que requieren PP-733 - 2022 - CUCOSTASUR,733,2022,CUCOSTASUR,Licenciatura en Enfermería
422 PE que requieren PP-734 - 2022 - CUCOSTASUR,734,2022,CUCOSTASUR,Licenciatura en Nutrición
422 PE que requieren PP-735 - 2022 - CUCOSTASUR,735,2022,CUCOSTASUR,Licenciatura en Turismo
422 PE que requieren PP-736 - 2022 - CUCOSTASUR,736,2022,CUCOSTASUR,Licenciatura en Artes
422 PE que requieren PP-737 - 2022 - CUVALLES,737,2022,CUVALLES,Abogado
422 PE que requieren PP-738 - 2022 - CUVALLES,738,2022,CUVALLES,Ingeniería en Electrónica y Computación
422 PE que requieren PP-739 - 2022 - CUVALLES,739,2022,CUVALLES,Ingeniería en Instrumentación Electrónica y Nanosensores
422 PE que requieren PP-740 - 2022 - CUVALLES,740,2022,CUVALLES,Ingeniería Mecatrónica
422 PE que requieren PP-741 - 2022 - CUVALLES,741,2022,CUVALLES,Licenciatura en Administración
422 PE que requieren PP-742 - 2022 - CUVALLES,742,2022,CUVALLES,Licenciatura en Agronegocios
