row,name,nombre_prueba,plantel_adscripcion,clave_plantel,termino padre
2059,2059 Escuela Preparatoria Núm. 15,Escuela Preparatoria Núm. 15,,14USU01895,
2060,2060 Escuela Preparatoria Núm. 16,Escuela Preparatoria Núm. 16,,14USU01896,
2061,2061 Escuela Preparatoria Núm. 17,Escuela Preparatoria Núm. 17,,14USU01897,
2062,2062 Escuela Preparatoria Núm. 18,Escuela Preparatoria Núm. 18,,14USU01898,
2063,2063 Escuela Preparatoria Núm. 19,Escuela Preparatoria Núm. 19,,14USU01899,
2064,2064 Escuela Preparatoria Núm. 20,Escuela Preparatoria Núm. 20,,14USU01900,
2065,2065 Escuela Preparatoria Núm. 21,Escuela Preparatoria Núm. 21,,14USU01901,
2066,2066 Escuela Preparatoria Núm. 22,Escuela Preparatoria Núm. 22,,14USU01902,
2067,2067 Escuela Vocacional,Escuela Vocacional,,14USU01903,
2068,2068 Escuela Politécnica de Guadalajara,Escuela Politécnica de Guadalajara,,14USU01904,
2069,2069 Escuela Politécnica Ing. Jorge Matute Remus,Escuela Politécnica Ing. Jorge Matute Remus,,14USU01905,
2070,2070 Escuela Preparatoria de Tonalá,Escuela Preparatoria de Tonalá,,14USU01906,
2071,2071 Escuela Preparatoria de Tonalá Norte,Escuela Preparatoria de Tonalá Norte,,14USU01907,
2072,2072 Escuela Preparatoria Regional de Ahualulco de Mercado,Escuela Preparatoria Regional de Ahualulco de Mercado,,14USU01908,
2073,2073 Módulo Teuchitlán,Módulo Teuchitlán,,14USU01909,
2074,2074 Escuela Preparatoria Regional de Amatitán,Escuela Preparatoria Regional de Amatitán,,14USU01910,
2075,2075 Módulo Arenal,Módulo Arenal,,14USU01911,
2076,2076 Módulo El Salvador,Módulo El Salvador,,14USU01912,
2077,2077 Escuela Preparatoria Regional de Ameca,Escuela Preparatoria Regional de Ameca,,14USU01913,
2078,2078 Módulo Atenguillo,Módulo Atenguillo,,14USU01914,
2079,2079 Módulo Mascota,Módulo Mascota,,14USU01915,
2080,2080 Módulo San Antonio Matute,Módulo San Antonio Matute,,14USU01916,
2081,2081 Módulo Talpa de Allende,Módulo Talpa de Allende,,14USU01917,
2082,2082 Escuela Preparatoria Regional de Arandas,Escuela Preparatoria Regional de Arandas,,14USU01918,
2083,2083 Módulo Jesús María,Módulo Jesús María,,14USU01919,
2084,2084 Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,,14USU01920,
2085,2085 Módulo Santa María del Valle,Módulo Santa María del Valle,,14USU01921,
2086,2086 Escuela Preparatoria Regional de Atotonilco,Escuela Preparatoria Regional de Atotonilco,,14USU01922,
2087,2087 Módulo Ayotlán,Módulo Ayotlán,,14USU01923,
2088,2088 Módulo La Ribera,Módulo La Ribera,,14USU01924,
2089,2089 Módulo San Francisco de Asís,Módulo San Francisco de Asís,,14USU01925,
2090,2090 Escuela Preparatoria Regional de Autlán de Navarro,Escuela Preparatoria Regional de Autlán de Navarro,,14USU01926,
2091,2091 Escuela Preparatoria Regional de Casimiro Castillo,Escuela Preparatoria Regional de Casimiro Castillo,,14USU01927,
2092,2092 Módulo Ayotitlán,Módulo Ayotitlán,,14USU01928,
2093,2093 Módulo Chacala,Módulo Chacala,,14USU01929,
2094,2094 Módulo Cuautitlán,Módulo Cuautitlán,,14USU01930,
2095,2095 Módulo Cuzalapa,Módulo Cuzalapa,,14USU01931,
2096,2096 Módulo Hermenegildo Galeana,Módulo Hermenegildo Galeana,,14USU01932,
2097,2097 Módulo La Huerta,Módulo La Huerta,,14USU01933,
2098,2098 Módulo Tecomates,Módulo Tecomates,,14USU01934,
2099,2099 Módulo Telcruz,Módulo Telcruz,,14USU01935,
2100,2100 Módulo Tequesquitlán,Módulo Tequesquitlán,,14USU01936,
2101,2101 Módulo Villa Purificación,Módulo Villa Purificación,,14USU01937,
2102,2102 Escuela Preparatoria Regional de Chapala,Escuela Preparatoria Regional de Chapala,,14USU01938,
2103,2103 Módulo Ixtlahuacán de los Membrillos,Módulo Ixtlahuacán de los Membrillos,,14USU01939,
2104,2104 Módulo Mezcala de la Asunción,Módulo Mezcala de la Asunción,,14USU01940,
2105,2105 Escuela Preparatoria Regional de Cihuatlán,Escuela Preparatoria Regional de Cihuatlán,,14USU01941,
2106,2106 Módulo Miguel Hidalgo,Módulo Miguel Hidalgo,,14USU01942,
2107,2107 Módulo San Patricio Melaque,Módulo San Patricio Melaque,,14USU01943,
2108,2108 Escuela Preparatoria Regional de Ciudad Guzmán,Escuela Preparatoria Regional de Ciudad Guzmán,,14USU01944,
2109,2109 Módulo Copala,Módulo Copala,,14USU01945,
2110,2110 Módulo Tolimán,Módulo Tolimán,,14USU01946,
2111,2111 Módulo Zapotitlán de Vadillo,Módulo Zapotitlán de Vadillo,,14USU01947,
2112,2112 Escuela Preparatoria Regional de Cocula,Escuela Preparatoria Regional de Cocula,,14USU01948,
2113,2113 Escuela Preparatoria Regional de Colotlán,Escuela Preparatoria Regional de Colotlán,,14USU01949,
2114,2114 Módulo Bolaños,Módulo Bolaños,,14USU01950,
2115,2115 Módulo Huejúcar,Módulo Huejúcar,,14USU01951,
2116,2116 Módulo San Martín de Bolaños,Módulo San Martín de Bolaños,,14USU01952,
2117,2117 Módulo Villa Guerrero,Módulo Villa Guerrero,,14USU01953,
2118,2118 Escuela Preparatoria Regional de Degollado,Escuela Preparatoria Regional de Degollado,,14USU01954,
2119,2119 Escuela Preparatoria Regional de El Grullo,Escuela Preparatoria Regional de El Grullo,,14USU01955,
2120,2120 Módulo El Chante,Módulo El Chante,,14USU01956,
2121,2121 Módulo El Limón,Módulo El Limón,,14USU01957,
2122,2122 Módulo Tonaya,Módulo Tonaya,,14USU01958,
2123,2123 Módulo Tuxcacuesco,Módulo Tuxcacuesco,,14USU01959,
2124,2124 Escuela Preparatoria Regional de El Salto,Escuela Preparatoria Regional de El Salto,,14USU01960,
2125,2125 Módulo Juanacatlán,Módulo Juanacatlán,,14USU01961,
2126,2126 Escuela Preparatoria Regional de Etzatlán,Escuela Preparatoria Regional de Etzatlán,,14USU01962,
2127,2127 Módulo Oconahua,Módulo Oconahua,,14USU01963,
2128,2128 Módulo San Marcos,Módulo San Marcos,,14USU01964,
2129,2129 Escuela Preparatoria Regional de Huejuquilla el Alto,Escuela Preparatoria Regional de Huejuquilla el Alto,,14USU01965,
2130,2130 Módulo Mezquitic,Módulo Mezquitic,,14USU01966,
2131,2131 Escuela Preparatoria Regional de Jalostotitlán,Escuela Preparatoria Regional de Jalostotitlán,,14USU01967,
2132,2132 Escuela Preparatoria Regional de Jamay,Escuela Preparatoria Regional de Jamay,,14USU01968,
2133,2133 Escuela Preparatoria Regional de Jocotepec,Escuela Preparatoria Regional de Jocotepec,,14USU01969,
2134,2134 Módulo Concepción de Buenos Aires,Módulo Concepción de Buenos Aires,,14USU01970,
2135,2135 Módulo La Manzanilla de la Paz,Módulo La Manzanilla de la Paz,,14USU01971,
2136,2136 Módulo Tizapán el Alto,Módulo Tizapán el Alto,,14USU01972,
2137,2137 Escuela Preparatoria Regional de La Barca,Escuela Preparatoria Regional de La Barca,,14USU01973,
2138,2138 Escuela Preparatoria Regional de Lagos de Moreno,Escuela Preparatoria Regional de Lagos de Moreno,,14USU01974,
2139,2139 Módulo Encarnación de Díaz,Módulo Encarnación de Díaz,,14USU01975,
2140,2140 Módulo Ojuelos,Módulo Ojuelos,,14USU01976,
2141,2141 Módulo San Diego de Alejandría,Módulo San Diego de Alejandría,,14USU01977,
2142,2142 Módulo Unión de San Antonio,Módulo Unión de San Antonio,,14USU01978,
2143,2143 Módulo Villa Hidalgo,Módulo Villa Hidalgo,,14USU01979,
2144,2144 Escuela Preparatoria Regional de Puerto Vallarta,Escuela Preparatoria Regional de Puerto Vallarta,,14USU01980,
2145,2145 Módulo El Tuito,Módulo El Tuito,,14USU01981,
2146,2146 Módulo Ixtapa,Módulo Ixtapa,,14USU01982,
2147,2147 Módulo José María Morelos,Módulo José María Morelos,,14USU01983,
2148,2148 Módulo Pino Suárez,Módulo Pino Suárez,,14USU01984,
2149,2149 Módulo Tomatlán,Módulo Tomatlán,,14USU01985,
2150,2150 Escuela Preparatoria Regional de San Juan de los Lagos,Escuela Preparatoria Regional de San Juan de los Lagos,,14USU01986,
2151,2151 Módulo Teocaltiche,Módulo Teocaltiche,,14USU01987,
2152,2152 Escuela Preparatoria Regional de San Martín Hidalgo,Escuela Preparatoria Regional de San Martín Hidalgo,,14USU01988,
2153,2153 Módulo Buenavista,Módulo Buenavista,,14USU01989,
2154,2154 Escuela Preparatoria Regional de San Miguel el Alto,Escuela Preparatoria Regional de San Miguel el Alto,,14USU01990,
2155,2155 Módulo San Julián,Módulo San Julián,,14USU01991,
2156,2156 Escuela Preparatoria Regional de Santa Anita,Escuela Preparatoria Regional de Santa Anita,,14USU01992,
2157,2157 Escuela Preparatoria Regional de Sayula,Escuela Preparatoria Regional de Sayula,,14USU01993,
2158,2158 Módulo Amacueca,Módulo Amacueca,,14USU01994,
2159,2159 Módulo San Gabriel,Módulo San Gabriel,,14USU01995,
2160,2160 Módulo Tapalpa,Módulo Tapalpa,,14USU01996,
2161,2161 Módulo Usmajac,Módulo Usmajac,,14USU01997,
2162,2162 Escuela Preparatoria Regional de Tala,Escuela Preparatoria Regional de Tala,,14USU01998,
2163,2163 Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,,14USU01999,
2164,2164 Escuela Preparatoria Regional de Tamazula,Escuela Preparatoria Regional de Tamazula,,14USU02000,
2165,2165 Módulo Contla,Módulo Contla,,14USU02001,
2166,2166 Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,,14USU02002,
2167,2167 Módulo Mazamitla,Módulo Mazamitla,,14USU02003,
2168,2168 Módulo Quitupan,Módulo Quitupan,,14USU02004,
2169,2169 Módulo Valle de Juárez,Módulo Valle de Juárez,,14USU02005,
2170,2170 Módulo Vista Hermosa,Módulo Vista Hermosa,,14USU02006,
2171,2171 Escuela Preparatoria Regional de Tecolotlán,Escuela Preparatoria Regional de Tecolotlán,,14USU02007,
2172,2172 Módulo Chiquilistlán,Módulo Chiquilistlán,,14USU02008,
2173,2173 Módulo Juchitlán,Módulo Juchitlán,,14USU02009,
2174,2174 Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,,14USU02010,
2175,2175 Módulo Tenamaxtlán,Módulo Tenamaxtlán,,14USU02011,
2176,2176 Escuela Preparatoria Regional de Tepatitlán,Escuela Preparatoria Regional de Tepatitlán,,14USU02012,
2177,2177 Módulo Acatic,Módulo Acatic,,14USU02013,
2178,2178 Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,,14USU02014,
2179,2179 Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,,14USU02015,
2180,2180 Módulo Yahualica,Módulo Yahualica,,14USU02016,
2181,2181 Escuela Preparatoria Regional de Tequila,Escuela Preparatoria Regional de Tequila,,14USU02017,
2182,2182 Módulo Hostotipaquillo,Módulo Hostotipaquillo,,14USU02018,
2183,2183 Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,,14USU02019,
2184,2184 Módulo Magdalena,Módulo Magdalena,,14USU02020,
2185,2185 Módulo San Andrés,Módulo San Andrés,,14USU02021,
2186,2186 Escuela Preparatoria Regional de Tlajomulco de Zúñiga,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,,14USU02022,
2187,2187 Módulo Cajititlán,Módulo Cajititlán,,14USU02023,
2188,2188 Módulo San Agustín,Módulo San Agustín,,14USU02024,
2189,2189 Módulo El Zapote,Módulo El Zapote,,14USU02025,
2190,2190 Escuela Preparatoria Regional de Toluquilla,Escuela Preparatoria Regional de Toluquilla,,14USU02026,
2191,2191 Escuela Preparatoria Regional de Tuxpan,Escuela Preparatoria Regional de Tuxpan,,14USU02027,
2192,2192 Módulo Pihuamo,Módulo Pihuamo,,14USU02028,
2193,2193 Módulo Tecalitlán,Módulo Tecalitlán,,14USU02029,
2194,2194 Módulo Tonila,Módulo Tonila,,14USU02030,
2195,2195 Escuela Preparatoria Regional de Unión de Tula,Escuela Preparatoria Regional de Unión de Tula,,14USU02031,
2196,2196 Módulo Ayutla,Módulo Ayutla,,14USU02032,
2197,2197 Módulo Ejutla,Módulo Ejutla,,14USU02033,
2198,2198 Escuela Preparatoria Regional de Villa Corona,Escuela Preparatoria Regional de Villa Corona,,14USU02034,
2199,2199 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU02035,
2200,2200 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU02036,
2201,2201 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU02037,
2202,2202 Módulo Cítala,Módulo Cítala,,14USU02038,
2203,2203 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU02039,
2204,2204 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU02040,
2205,2205 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU02041,
2206,2206 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU02042,
2207,2207 Módulo Matatlán,Módulo Matatlán,,14USU02043,
2208,2208 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU02044,
2209,2209 Módulo Atequiza,Módulo Atequiza,,14USU02045,
2210,2210 Módulo Poncitlán,Módulo Poncitlán,,14USU02046,
2211,2211 Módulo Tototlán,Módulo Tototlán,,14USU02047,
2212,2212 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU02048,
2213,2213 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU02049,
2214,2214 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU02050,
2215,2215 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU02051,
2216,"2216 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU02052,
2217,2217 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU02053,
2218,2218 Centro Universitario del Sur,Centro Universitario del Sur,,14USU02054,
2219,2219 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU02055,
2220,2220 Centro Universitario de Ciencias Económico Administrativas,Centro Universitario de Ciencias Económico Administrativas,,14USU02056,
2221,2221 Centro Universitario de Ciencias Exactas e Ingenierías,Centro Universitario de Ciencias Exactas e Ingenierías,,14USU02057,
2222,2222 Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,,14USU02058,
2223,2223 Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,,14USU02059,
2224,2224 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU02060,
2225,"2225 Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán","Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",,14USU02061,
2226,"2226 Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia","Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",,14USU02062,
2227,"2227 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU02063,
2228,2228 Centro Universitario de Ciencias Biológicas y Agropecuarias,Centro Universitario de Ciencias Biológicas y Agropecuarias,,14USU02064,
2229,2229 Centro Universitario de los Altos,Centro Universitario de los Altos,,14USU02065,
2230,2230 Centro Universitario de la Ciénega sede Ocotlán,Centro Universitario de la Ciénega sede Ocotlán,,14USU02066,
2231,2231 Centro Universitario de la Ciénega sede Atotonilco,Centro Universitario de la Ciénega sede Atotonilco,,14USU02067,
2232,2232 Centro Universitario de la Ciénega sede La Barca,Centro Universitario de la Ciénega sede La Barca,,14USU02068,
2233,2233 Centro Universitario del Sur,Centro Universitario del Sur,,14USU02069,
2234,2234 Centro Universitario de la Costa sede Puerto Vallarta,Centro Universitario de la Costa sede Puerto Vallarta,,14USU02070,
2235,2235 Centro Universitario de la Costa sede Tomatlán,Centro Universitario de la Costa sede Tomatlán,,14USU02071,
2236,2236 Centro Universitario de la Costa Sur sede Autlán,Centro Universitario de la Costa Sur sede Autlán,,14USU02072,
2237,2237 Centro Universitario de la Costa Sur sede San Patricio Melaque,Centro Universitario de la Costa Sur sede San Patricio Melaque,,14USU02073,
2238,2238 Centro Universitario de los Valles,Centro Universitario de los Valles,,14USU02074,
2239,2239 Centro Universitario del Norte,Centro Universitario del Norte,,14USU02075,
2240,2240 Centro Universitario de los Lagos sede Lagos de Moreno,Centro Universitario de los Lagos sede Lagos de Moreno,,14USU02076,
2241,2241 Centro Universitario de los Lagos sede San Juan de los Lagos,Centro Universitario de los Lagos sede San Juan de los Lagos,,14USU02077,
2242,2242 Centro Universitario de Tonalá,Centro Universitario de Tonalá,,14USU02078,
2243,2243 Centro Universitario de Tlajomulco,Centro Universitario de Tlajomulco,,14USU02079,
2244,2244 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU02080,
2245,2245 Escuela Preparatoria de Jalisco,Escuela Preparatoria de Jalisco,,14USU02081,
2246,2246 Escuela Preparatoria Núm. 2,Escuela Preparatoria Núm. 2,,14USU02082,
2247,2247 Escuela Preparatoria Núm. 3,Escuela Preparatoria Núm. 3,,14USU02083,
2248,2248 Escuela Preparatoria Núm. 4,Escuela Preparatoria Núm. 4,,14USU02084,
2249,2249 Escuela Preparatoria Núm. 5,Escuela Preparatoria Núm. 5,,14USU02085,
2250,2250 Escuela Preparatoria Núm. 6,Escuela Preparatoria Núm. 6,,14USU02086,
2251,2251 Escuela Preparatoria Núm. 7,Escuela Preparatoria Núm. 7,,14USU02087,
2252,2252 Escuela Preparatoria Núm. 8,Escuela Preparatoria Núm. 8,,14USU02088,
2253,2253 Módulo Cuquío,Módulo Cuquío,,14USU02089,
2254,2254 Módulo Ixtlahuacán del Río,Módulo Ixtlahuacán del Río,,14USU02090,
2255,2255 Escuela Preparatoria Núm. 9,Escuela Preparatoria Núm. 9,,14USU02091,
2256,2256 Escuela Preparatoria Núm. 10,Escuela Preparatoria Núm. 10,,14USU02092,
2257,2257 Escuela Preparatoria Núm. 11,Escuela Preparatoria Núm. 11,,14USU02093,
2258,2258 Escuela Preparatoria Núm. 12,Escuela Preparatoria Núm. 12,,14USU02094,
2259,2259 Módulo Tlaquepaque,Módulo Tlaquepaque,,14USU02095,
2260,2260 Escuela Preparatoria Núm. 13,Escuela Preparatoria Núm. 13,,14USU02096,
2261,2261 Escuela Preparatoria Núm. 14,Escuela Preparatoria Núm. 14,,14USU02097,
2262,2262 Módulo La Experiencia,Módulo La Experiencia,,14USU02098,
2263,2263 Escuela Preparatoria Núm. 15,Escuela Preparatoria Núm. 15,,14USU02099,
2264,2264 Escuela Preparatoria Núm. 16,Escuela Preparatoria Núm. 16,,14USU02100,
2265,2265 Escuela Preparatoria Núm. 17,Escuela Preparatoria Núm. 17,,14USU02101,
2266,2266 Escuela Preparatoria Núm. 18,Escuela Preparatoria Núm. 18,,14USU02102,
2267,2267 Escuela Preparatoria Núm. 19,Escuela Preparatoria Núm. 19,,14USU02103,
2268,2268 Escuela Preparatoria Núm. 20,Escuela Preparatoria Núm. 20,,14USU02104,
2269,2269 Escuela Preparatoria Núm. 21,Escuela Preparatoria Núm. 21,,14USU02105,
2270,2270 Escuela Preparatoria Núm. 22,Escuela Preparatoria Núm. 22,,14USU02106,
